subject,predicate,object
b-kG0N5urz2lkPEBDPjqFR3w,HAS_REVIEW,r-IN9dOYeDBPO8JfRPjwsElg
b-h-psPOmlY0mCOflb3S3rdQ,HAS_REVIEW,r-2W2OQYkqY58hxMluYxEuDg
Well,ASPECT_ATTR_FOR,b-8grTRpmD9JYRPWayoLxg0w
b-XvuUYiJYAAiNC4AmdbBZ8g,HAS_MENU,Palak_Paneer
b-MMOEaEcq-bsg_RYWHSC4_g,HAS_MENU,Tikka_Masala
Service,IS,Exceptional
b-c4qE3ygdEQUD9dZjganavA,HAS_REVIEW,r-o5pgvoba_2zvqzj1ibOgUw
Good,ASPECT_ATTR_FOR,b-De8Z9rLZOmf-icp3gDxCZA
u-fiz9Y2dagXIEq0w8FGOGnQ,WRITE_REVIEW,r-iGXNShcwGSOSjf2y-Sh5BQ
u-4dBHW4poooq50wlneOZs_Q,VISIT,b-gw0ZS5b5RP3Lzr1BoCbALg
u-GBYGhO7j5-mnK_WoNBjFKA,RATE,b-LwXo16VrGPhhOWc_Wj7ifw
u-0sxVTB8K-4KROlGhQBN7kw,VISIT,b-xYpAg60oZVbOtSYgrOKBgQ
b-De8Z9rLZOmf-icp3gDxCZA,HAS_MENU,Kothu_Parotta
u-Fzw-tMEWls7A6fN-UIdJpQ,WRITE_REVIEW,r-fFCIa6buNu7ZKgm9cOHRug
b-nbf4o8gUP2y9JKFE2wBO2A,HAS_ASPECT,Service
Attentive,ASPECT_ATTR_FOR,b-UAXz2KC1aXpxzV-MLdXbmQ
u-uhh58IpM8Ubx4Jcs3kovVw,WRITE_REVIEW,r-lbqrn-MF0bKx-SAIpfO7-A
Staff,IS,Nice
Amazing,MENU_ATTR_FOR,b-OZwMMnRncrp7_uC-N3vV1Q
Good,MENU_ATTR_FOR,b-UAXz2KC1aXpxzV-MLdXbmQ
u-_TcEFH5wuD34G_wkIFPVbA,VISIT,b-0cf-w9PK5gLkBkitL3bdqw
u-7g1m7Nr8X82WCvAipAhbyg,VISIT,b-bO_JX-lDo5D5JGZhK5Ly3A
b-ZJ0gQp0fcnIDiZv0m9--Gg,HAS_ASPECT,Service
b-7xA6iSP0Ndn08tpBFQtUKA,HAS_CATEGORY,Indian
u-1jBjcTzcvQ4mLLLPIcXAkg,RATE,b-S4qUsi44l5D9BbUCkhwQEA
u-jxr4c-TH10Rgz3IqG6rgPQ,RATE,b-_X0M7EMx475KZSX9wAsmgg
Good,MENU_ATTR_FOR,b-p-J9iJgeHmPGk2jFAM0WnA
Food,IS,Bad
u-s9m1lSJyedtZRJSuQBE5HA,RATE,b-3frFidAcPVYAFB2RxxkIdA
b-MgsOZpYSntKSCzNROiWgYQ,HAS_ASPECT,Food
Toronto-Canada,LOCATED_IN,Canada
b-0cf-w9PK5gLkBkitL3bdqw,HAS_CATEGORY,Indian
b-rYziPPEILDXJ_F5uKR--YQ,HAS_ASPECT,Menu
b-UAXz2KC1aXpxzV-MLdXbmQ,HAS_REVIEW,r-KYVBTicBZ0RRUJSTYRTGrg
u-Utz_NWi-7a6kKwxL_xGUiQ,WRITE_REVIEW,r-aFPjqclPBIiTkyW1bYAjOA
u-YUz1FRgWHeW2AgLCU2PDkw,VISIT,b-DeI4KqEeWy0cTdh7Wy5_RA
u-Mk9ekByCVSifYjfPty8kIw,VISIT,b-bO_JX-lDo5D5JGZhK5Ly3A
Great,MENU_ATTR_FOR,b-kG0N5urz2lkPEBDPjqFR3w
u-QRXsIlJoL_Ar7IRzU94jzg,RATE,b-DeI4KqEeWy0cTdh7Wy5_RA
Chandler-United_States,LOCATED_IN,United_States
Sweet,MENU_ATTR_FOR,b-scM6rLQqoz5dEIgwz_JFsg
Excellent,ASPECT_ATTR_FOR,b-DeI4KqEeWy0cTdh7Wy5_RA
u-sPxUXz7NOn67yKB7pgzcAQ,RATE,b-DxbdfvNYPCyiLJDDPJK3Tg
b-DeI4KqEeWy0cTdh7Wy5_RA,HAS_CATEGORY,Pakistani
u-omNj7MnqLM7-uFLNS6itLQ,ORDER,Rice
u-rGd8YUtvhSdMm8-9cMdQ4Q,WRITE_REVIEW,r-CF5IKvyF1D2nOmqWS0bFMw
b-xYpAg60oZVbOtSYgrOKBgQ,HAS_MENU,Korma
Tasty,MENU_ATTR_FOR,b-DeI4KqEeWy0cTdh7Wy5_RA
b-0cf-w9PK5gLkBkitL3bdqw,HAS_REVIEW,r-rbTBmCr6mPu7hjGGvMszZQ
u-WrhnuLDFmyu_bB-FLP_gsA,RATE,b-y4z0iQZWN4R2Fk8SiPQU5A
Bread,IS,Stale
u-S-OPfG1XLvi14aoz5im4qA,VISIT,b--p-CuUMzN0HQz9OCQ8SZOA
b-jb0-JZMt-6Khsh-VwsDtLQ,HAS_ASPECT,Staff
u-xuZRkrpwxcnA4WnFIhmUGQ,RATE,b-Eu-M3y8a5bIxIRXlCj9yHA
b-Eu-M3y8a5bIxIRXlCj9yHA,HAS_REVIEW,r-2secpAE-H7eCexcHyTLGMg
u-2mKI7s51PD-W5t8CrCRjNA,RATE,b-3wJ4kJsJhayyfJ30HsS04g
Perfect,MENU_ATTR_FOR,b-UAXz2KC1aXpxzV-MLdXbmQ
u-BSu2hEtBYvtADAEKiQrmiQ,VISIT,b-RE4qn28MEiDrM1PbdYVgxA
u-7LpmcBNX_RKbjmnh0dmKrw,RATE,b-ICUCAzUZFiWkYs7iCtNCQg
b-oX6y1Jm1jYLoWifmIrtaSQ,HAS_REVIEW,r-xbL2x7WPqaqLeAtWBpcNgQ
u-iipaDtoA1zHFkbAF3Gn5Rg,RATE,b-DJuQgsoj-qmU0i5iTAa4aA
Paya,IS,Good
b-ZDx7kt4aOPTlmYTqXDrTGA,IS,Good
b-SxuD7iY8QO88PNbSdNmNKg,HAS_MENU,Coconut_Drink
b-qcqDjeirxvdgW5kQVkEwSA,HAS_REVIEW,r-eMQ86kAlPsJ4zNiTBkEAPA
Great,ASPECT_ATTR_FOR,b-0zTLMQOZhiCp9GFtegiFsw
u-6UPWBTOfNoaGRahqTX14Ag,VISIT,b-BxkVct02QHybp54ATZgkUQ
u-RAOZ3SzKlmxY3iDIlBb0dw,RATE,b-vCx6uieEF0W0mKFK4sT3Yg
b-Q8uwArm4h8bhsqxw84Gd8w,HAS_REVIEW,r-S76Q-vUQm6Mkrvr3tPZbaQ
b-xYpAg60oZVbOtSYgrOKBgQ,HAS_MENU,Daal_Makhani
Good,MENU_ATTR_FOR,b-oVuZtlCFg_zF090Nhtp0Ow
u-q9ZzaDBNs72WXqKkwELBNA,VISIT,b-P4h8kgy_48oE9vCHJc4BCQ
Amazing,MENU_ATTR_FOR,b-BoiAZQB9AHRvazM055GFOw
u-fL6oI_4pJhP5inuNyHwExw,WRITE_REVIEW,r-ONKtODo-oJSLCZm4c1TsSw
u-eCXVCeuPo2lP09zh29X-sw,WRITE_REVIEW,r-N32YSp77MnwBMzhjrVUDSg
Cold,ASPECT_ATTR_FOR,b-geMa0_CtMOctkUhf_JXK9Q
b-De8Z9rLZOmf-icp3gDxCZA,HAS_REVIEW,r-nfFtGfF-bCnypswOtwi22A
u-wffnrXJoLppOlvNOZKU70A,VISIT,b-COfzp0tze_F8N13zn40zzg
u-sO0xhNh8Uc2JOnAHzx961w,VISIT,b-qcqDjeirxvdgW5kQVkEwSA
b-5VOqWjRXUPc7b1A_NSI9mQ,HAS_ASPECT,Menu
Biryani,IS,Tasty
u-uPdxDIVXVxvkugV_pLHEfw,VISIT,b-f6T2YaTfGoSyQV-l4jzrjw
u-QnQ6NK3fxY4lQXOMT8Xf_g,WRITE_REVIEW,r-BqYsyzN8doML5heydgWsuA
u-u3TvANfQIj5OVty9CqEUAQ,WRITE_REVIEW,r-8PQujSloNlyjssxFQ_WvqA
b-ZNdV9ytExuxPTXSN8i2xhw,HAS_MENU,Jackfruit_Curry
Tender,MENU_ATTR_FOR,b-gw0ZS5b5RP3Lzr1BoCbALg
u-I8OgHOWhfyFsDPfC3YU3xw,WRITE_REVIEW,r-SFfOxTEMh9Lv3MP8rPKp-Q
u-CvJG4MAs3aVY8O2BuVKARg,VISIT,b-UaMq3DUhtkoZ5WCEQm2T9g
b-S4qUsi44l5D9BbUCkhwQEA,HAS_REVIEW,r-pkQ5fBJLS8hqnq74P1TICA
b-gw0ZS5b5RP3Lzr1BoCbALg,HAS_REVIEW,r-j8l_RDcEz5z7rVdBnIx29g
u-_vZWpKwgP0Gz1MDvri0bqQ,RECOMMEND,b-Pzs43Fkub-6A9hA1zqpF_w
Attentive,ASPECT_ATTR_FOR,b-gw0ZS5b5RP3Lzr1BoCbALg
Paneer_Biryani,IS,Awful
u-_VtgrnnPVIE3ahJ2R8RW6Q,VISIT,b-8PZGCtgG5MZKvz9i3B9gCA
b-j4ytRzcmtU4cLMBrhY7jMA,HAS_MENU,Dosa
Food,IS,Fantastic
u-Nx4R_BdL5nspyQOgG3VwUQ,RATE,b-5eDg_Y2N6aU_k7tIxoFXTg
u-aU6Mq536aI1r_BunJE-V2w,VISIT,b-COfzp0tze_F8N13zn40zzg
b-idrN6XWKErG6nKDsEMNbOQ,HAS_MENU,Fish
u-6MxRI28jcyYK4DpU2ap7FA,RATE,b-S4qUsi44l5D9BbUCkhwQEA
u-yYExRHYiXe23Pl1XNAxNGQ,WRITE_REVIEW,r-liHfkyCtQxFUWzZq1jMSxg
b-hubbaEcYPYEZu5Ziz6i0lw,HAS_REVIEW,r-gs2bupHiniDqeUyKEW0b4Q
u-OIVAJo8QryN-bJOjOvxkVQ,VISIT,b-DxbdfvNYPCyiLJDDPJK3Tg
b-0cf-w9PK5gLkBkitL3bdqw,HAS_REVIEW,r-uyLcWjja6vRnl5p1s-H1Xg
u-vqhEfu-TYnhih1-D3m0Hmg,VISIT,b-XvuUYiJYAAiNC4AmdbBZ8g
b-BxkVct02QHybp54ATZgkUQ,HAS_REVIEW,r-Thl_BWjOGUNZACDuHFlMkw
Rice,IS,Perfect
Attentive,ASPECT_ATTR_FOR,b-scM6rLQqoz5dEIgwz_JFsg
u-TBnNUyD6PdQJ4eqhnVj_uQ,VISIT,b-oX6y1Jm1jYLoWifmIrtaSQ
b-kG0N5urz2lkPEBDPjqFR3w,HAS_ASPECT,Food
u-dA4xLSj4stgmHgblQhz0eQ,WRITE_REVIEW,r-MUDHjU8B4XCKrR4dRVzWmQ
Cottage_Cheese,IS,Delicate
b-MgsOZpYSntKSCzNROiWgYQ,HAS_MENU,Saag_Paneer
u-gScmsSCqBeFPp6q9yG5nmw,VISIT,b-bO_JX-lDo5D5JGZhK5Ly3A
u-GBe7fD07neW_F1wa2QAZxA,VISIT,b-De8Z9rLZOmf-icp3gDxCZA
Fragrant,MENU_ATTR_FOR,b-vCx6uieEF0W0mKFK4sT3Yg
b-sUGlSS0AF2xPYFEjvKJbSA,HAS_MENU,Tandoori_Cooked
b--p-CuUMzN0HQz9OCQ8SZOA,HAS_MENU,Biryani
u-lRdllZQJ_3Dxs62CEvxrpQ,VISIT,b-h-psPOmlY0mCOflb3S3rdQ
u-uO1w3qNo21c1bVHHFTYW0w,RATE,b-vCx6uieEF0W0mKFK4sT3Yg
b-MMOEaEcq-bsg_RYWHSC4_g,HAS_REVIEW,r-GFbEFH0bsYxNKHwN6Sj33Q
b-DKqhCd3Vwl3CEo8vUHhLYg,HAS_REVIEW,r-t-HPXIPdT5dpulGXwwyV6Q
Happy,ASPECT_ATTR_FOR,b-ZJ0gQp0fcnIDiZv0m9--Gg
Fast,ASPECT_ATTR_FOR,b-xYpAg60oZVbOtSYgrOKBgQ
u-3ERGd_VUoH9_hsWmGudLYw,ORDER,Dosa
u-M4P02bBbTauuwP6OhGpT-g,VISIT,b-OZwMMnRncrp7_uC-N3vV1Q
u-SiX9g5tXACCcsjvWXERxkw,VISIT,b-qcqDjeirxvdgW5kQVkEwSA
Tasty,MENU_ATTR_FOR,b-DKqhCd3Vwl3CEo8vUHhLYg
u-rYWnTtL6Y5I_FQC91n9FcQ,ORDER,Pav_Bhaji
b-P4h8kgy_48oE9vCHJc4BCQ,HAS_REVIEW,r-bU00JJj3Exj-cIeiJSSuxQ
b-LwXo16VrGPhhOWc_Wj7ifw,HAS_MENU,Lamb
u-koN3P_Emyd0wba8fHW3y5Q,WRITE_REVIEW,r-wJaTtJy_UnUPHoxVzgXuIw
Food,IS,Fantastic
b-sUGlSS0AF2xPYFEjvKJbSA,HAS_ASPECT,Food
Excellent,MENU_ATTR_FOR,b-hubbaEcYPYEZu5Ziz6i0lw
u--JSIfWqNjPZWc8bN2lhVmw,RATE,b-COfzp0tze_F8N13zn40zzg
u-Jai6ZKPwMwIOEh8mqI8JoQ,RATE,b-UaMq3DUhtkoZ5WCEQm2T9g
Expansive,ASPECT_ATTR_FOR,b-NHDdAZJqS3cf_K6HYxoQ9w
u-YUz1FRgWHeW2AgLCU2PDkw,VISIT,b-hubbaEcYPYEZu5Ziz6i0lw
Customer_Service,IS,Friendly
b-DJuQgsoj-qmU0i5iTAa4aA,HAS_REVIEW,r-lN_um11DCzcYU-4w_TxW4g
u-x3fvqMGdjCqhi-6UwOYbvQ,WRITE_REVIEW,r-i7s9HurO6Cpg9wOeevcTpg
b-vCx6uieEF0W0mKFK4sT3Yg,HAS_MENU,Tamarind_Sauce
b-f7RXwcus_-EOsR0q5ctVjw,HAS_REVIEW,r-xDxaBdcMyFBoamPTOD-_ig
b-oVuZtlCFg_zF090Nhtp0Ow,HAS_MENU,Salmon_Tikka
u-Fjk3fN9-X5Hd1n5-pwoO0w,WRITE_REVIEW,r-oXF25LCIUv8sJnwrsJyKsg
b-_PKXarw3GjlbwbXhjdpUMA,HAS_REVIEW,r-AZQ21cTR4a4kc7hZZV_IEQ
u-X3frtPLMgwXJAlGxcJvEDQ,WRITE_REVIEW,r-qDpZh49PHL7ScQUoEvXNfg
b-5VOqWjRXUPc7b1A_NSI9mQ,HAS_ASPECT,Food
Excellent,ASPECT_ATTR_FOR,b-BxkVct02QHybp54ATZgkUQ
u-BpspUG4f9nAwASAR7a86pQ,VISIT,b-xA6L2w_TlbxHubb1xeBE8w
u-wWHeaOS28fnCnFN1Pmo3xg,WRITE_REVIEW,r-JS-srBBjqOpCg02LzMHcvQ
u-66Szq2Pe2AfhZjTtyHttlQ,VISIT,b-ICUCAzUZFiWkYs7iCtNCQg
u-NUL7bfVZsp3y58uezfg-Yw,VISIT,b-7xA6iSP0Ndn08tpBFQtUKA
u-lfOS1l9Y8RWH-DUhJuhSaQ,VISIT,b-sUGlSS0AF2xPYFEjvKJbSA
b-V_jIfMz9Z7a5mthleRq0_w,HAS_REVIEW,r-aqZMTJ7scXLeuR7ag4Q7SQ
u--RA9NLalwmRTOX_8UMHnVQ,ORDER,Butter_Chicken
b-MMOEaEcq-bsg_RYWHSC4_g,HAS_REVIEW,r-Un3zMzE4dmjOY4LTE8Xjdg
u-0sxVTB8K-4KROlGhQBN7kw,WRITE_REVIEW,r-3eU9QRFxtMgjRK4fPVWChg
Excellent,MENU_ATTR_FOR,b-DKqhCd3Vwl3CEo8vUHhLYg
u-s_2Dx3-fbjRox-06Iu6GFQ,VISIT,b-Pzs43Fkub-6A9hA1zqpF_w
u-rvRpfdMe-mPEKDHcaxRu2g,VISIT,b-TTCZkfxt0GW8YUzdVe0PrA
Good,MENU_ATTR_FOR,b-oVuZtlCFg_zF090Nhtp0Ow
u-aEdwKSzDnHIadYuWya5y_A,RATE,b-f6T2YaTfGoSyQV-l4jzrjw
b-COfzp0tze_F8N13zn40zzg,HAS_ASPECT,Food
Price,IS,Great
b-DeI4KqEeWy0cTdh7Wy5_RA,HAS_REVIEW,r-l3tY5tOqR7RPb2F27PLWnQ
Staff,IS,Welcome
u-dwM9bipDoFdI2mIqsJjD7w,RATE,b-0zTLMQOZhiCp9GFtegiFsw
Good,ASPECT_ATTR_FOR,b-bO_JX-lDo5D5JGZhK5Ly3A
u-xnLliq9Majlk9i0Orf7Iig,RATE,b-RE4qn28MEiDrM1PbdYVgxA
u-pI6jn3YCp2jSa8dH0FxZWg,VISIT,b-scM6rLQqoz5dEIgwz_JFsg
Good,MENU_ATTR_FOR,b-0zTLMQOZhiCp9GFtegiFsw
u-L6-ax0dvzJZO7g5wwt9KJw,RATE,b-xA6L2w_TlbxHubb1xeBE8w
Strong,MENU_ATTR_FOR,b-P4zWgzYzy03D9LeDTpKuDg
u-nCAst9mS-JwsuJ6lBgAA-w,RATE,b-xA6L2w_TlbxHubb1xeBE8w
u-OG3-lPmdf3SAOwyCgW03Tg,RATE,b-_X0M7EMx475KZSX9wAsmgg
u-wISdr15RJTBtlhilcayCpA,ORDER,Vegetable_Samosa
u-O4Dim1eKErdBdKWUGpMxvQ,RATE,b-UaMq3DUhtkoZ5WCEQm2T9g
u-3ckX2hhMUlLpfbCrYcIqrQ,RATE,b-sUGlSS0AF2xPYFEjvKJbSA
u-g1u4tnKx3NB9DJEetM93vw,WRITE_REVIEW,r-6CRMy2UWySqPj9COLVwEjg
b-GC9Re0tKAnecMww3DB638g,HAS_REVIEW,r-R92bBRCv-n7eVKiWPF3bRA
u-ZFxfMReOr2SFvSSRmGZ7Gw,RATE,b-f7RXwcus_-EOsR0q5ctVjw
u-NpzLHUDwsVnciPdialPolg,ORDER,Cauliflower
Easy,ASPECT_ATTR_FOR,b-BxkVct02QHybp54ATZgkUQ
b-gw0ZS5b5RP3Lzr1BoCbALg,HAS_MENU,Dinner
u-8okt1nl-g2RL3ylWoqj4tA,RECOMMEND,Food
b-qcqDjeirxvdgW5kQVkEwSA,HAS_MENU,Pad_Thai
u-hdQMKbnMNm4kqr-CiYOhpg,VISIT,b-Dd1w7xR7Xs3bthwusgy33Q
b-De8Z9rLZOmf-icp3gDxCZA,HAS_MENU,Pickle
u-Qvaor-prruNFC_SYW2EmNQ,VISIT,b-V_jIfMz9Z7a5mthleRq0_w
u-EpHjPLLhKtQPE-m02ZmCTw,VISIT,b-35KvoWbA3kEsdckaWqG3OA
b-DKqhCd3Vwl3CEo8vUHhLYg,HAS_MENU,Beef_Samosa
Good,MENU_ATTR_FOR,b-De8Z9rLZOmf-icp3gDxCZA
b-S4qUsi44l5D9BbUCkhwQEA,HAS_REVIEW,r-xkiM4qv37XheH8LguWs7Nw
Delicious,ASPECT_ATTR_FOR,b-vCx6uieEF0W0mKFK4sT3Yg
b-5VOqWjRXUPc7b1A_NSI9mQ,HAS_REVIEW,r-v84KXlYVg6_gny6EJ3FZrg
u-TcQuThMQQCQO5ZLg73uc3w,HAS,Food
b-7vgWonwfqRt9pxR1c00Ulw,HAS_REVIEW,r-wBGmWLjpKWy_bsjEB0U4kw
u-DWfos3PxcrkqAJoAZHEg3A,VISIT,b-DeI4KqEeWy0cTdh7Wy5_RA
Brampton-Canada,LOCATED_IN,Canada
u-FKIKLzNR5u0SZqQB5J-wwQ,RATE,b-xA6L2w_TlbxHubb1xeBE8w
u-RqN74rVpzQOXMPPy9bzHYw,WRITE_REVIEW,r-yRmwZhXAYbaoxLjOeY4F1w
b-gXLiBVCHIqoPEw2CaP3QmQ,HAS_MENU,Goat_Biryani
u-mar71JV6SINBPw52j0nnMA,VISIT,b-gXLiBVCHIqoPEw2CaP3QmQ
u-xdYAjnWeAHQfcLH7c2l4OQ,ORDER,Appetizer_Platter
Bread,IS,Fresh
b-V_jIfMz9Z7a5mthleRq0_w,HAS_REVIEW,r-ASjjpFg0l67cwKnwtvXlDg
Amazing,ASPECT_ATTR_FOR,b-geMa0_CtMOctkUhf_JXK9Q
u-1zoenxehqs5enWxtcRfXyg,RATE,b-tIXpNWE6R1yadAThbSefHw
b-MgsOZpYSntKSCzNROiWgYQ,HAS_REVIEW,r-jTy4E3h0DR-0Hl4N7QHKwA
b-35KvoWbA3kEsdckaWqG3OA,HAS_ASPECT,Food
u-MOfbW27o3-EC-s0jJV7fvQ,WRITE_REVIEW,r-UbY23FZw-cWgacAeyt3X6Q
b-UAXz2KC1aXpxzV-MLdXbmQ,HAS_REVIEW,r-QEhxK_P9LgP_rDS6Pi0EHw
Good,MENU_ATTR_FOR,b-hubbaEcYPYEZu5Ziz6i0lw
u-rLafRDi22mMbZlBTDbZlBA,VISIT,b-RE4qn28MEiDrM1PbdYVgxA
b-DeI4KqEeWy0cTdh7Wy5_RA,HAS_REVIEW,r-AGZAcmDakG1Cs8PBIffXTw
u-jrho07CTircACsnHc4FqnA,RATE,b-kfwpXBsMQLqhUvscWB6b9g
Chicken,IS,Dry
b-gsc1j3RZQdScBnULSwaV9A,HAS_MENU,Daal_Makhaani
u-XCRZlj1aTmH0JoFJSZ0GSg,RECOMMEND,Hyderabad House
Dessert,IS,Good
Well,MENU_ATTR_FOR,b-gXLiBVCHIqoPEw2CaP3QmQ
b-k9PfKE7KfztoMpOSx25UpA,HAS_CATEGORY,Indian
b-tIXpNWE6R1yadAThbSefHw,HAS_ASPECT,Service
u-My4lpj7jhMnyajhRo5EiOg,RATE,b-xYpAg60oZVbOtSYgrOKBgQ
b-8PZGCtgG5MZKvz9i3B9gCA,HAS_MENU,Wrap_Bread
b-UAXz2KC1aXpxzV-MLdXbmQ,HAS_REVIEW,r-U9OO3XxbGoj0eUQkpWSq2Q
b-7xA6iSP0Ndn08tpBFQtUKA,HAS_REVIEW,r-3BGjI9qrq0hgyfyKqlNHUg
u-TBnNUyD6PdQJ4eqhnVj_uQ,WRITE_REVIEW,r-ONnxU4ZubKwtWSuRV0wGLQ
u-J1maxb_SF5z6uEpS86HMbA,ORDER,Roti
b-35KvoWbA3kEsdckaWqG3OA,HAS_ASPECT,Service
u-zSl68XFwisQyr_TDXQj3ow,VISIT,b-Eu-M3y8a5bIxIRXlCj9yHA
u-defBZXkwG3IMdVT2dlf5-Q,WRITE_REVIEW,r-W5_uRBWg87tSRRLA0FlytA
b-LwXo16VrGPhhOWc_Wj7ifw,IS,Willing
b-dg4EMyM1feTEWfLPSbunrg,HAS_REVIEW,r-Ym5xGywbUDZDToM_GJ5DwQ
u-6CbNnrhmjcGLX_FM1vvVrg,VISIT,b-bO_JX-lDo5D5JGZhK5Ly3A
u-oT3dnAhvK0jaEEaYSD_NDA,WRITE_REVIEW,r-U-X-AohNoxughI3K-FT4-w
Lukewarm,ASPECT_ATTR_FOR,b-gw0ZS5b5RP3Lzr1BoCbALg
b-xSuR0FK8cHzBLXowCV3Pyw,HAS_ASPECT,Food
b-DJuQgsoj-qmU0i5iTAa4aA,HAS_REVIEW,r-nOLSYTNGBOhKQGQ30dNa-Q
b-XvuUYiJYAAiNC4AmdbBZ8g,HAS_ASPECT,Food
Fantastic,ASPECT_ATTR_FOR,b-LwXo16VrGPhhOWc_Wj7ifw
Rice,IS,Fine
b-DKqhCd3Vwl3CEo8vUHhLYg,HAS_MENU,Chutney
u-3QCugmCSsCOHsC3fE0NBjg,ORDER,Rice
u-ce5beSlZZziUJUii1-c9FA,WRITE_REVIEW,r-OVhbly7MKLUyuGcd-PJYmw
u-snldDecrM7DsiBY_vEmGnQ,VISIT,b-gw0ZS5b5RP3Lzr1BoCbALg
u-SaeB_3kHKCAcb1yzCkCDbg,WRITE_REVIEW,r-xDgMX29QAfSl9MF3muXEQA
u-BdP8xKV5PXqlkXR60OX5Cg,RATE,b-f7RXwcus_-EOsR0q5ctVjw
b-jb0-JZMt-6Khsh-VwsDtLQ,LOCATED_IN,Phoenix-United_States
b-k9PfKE7KfztoMpOSx25UpA,HAS_MENU,Channa_Samosa
b-Eu-M3y8a5bIxIRXlCj9yHA,HAS_ASPECT,Food
u-e17UscoN3UBDs_e0Nuk1OA,WRITE_REVIEW,r-PsWFp6FINojfnsYBsX__IQ
Service,IS,Amazing
b-geMa0_CtMOctkUhf_JXK9Q,HAS_REVIEW,r-Z2p1P6up731wIwjdI9puvg
Good,MENU_ATTR_FOR,b-UaMq3DUhtkoZ5WCEQm2T9g
u-0GUlOnwNMENSpzeb_ZBGzA,VISIT,b-sUGlSS0AF2xPYFEjvKJbSA
u-w5CJX1zu8sQFIspQIIjaYQ,RATE,b-GC9Re0tKAnecMww3DB638g
b-mOsKIonnlHllP9gfbXdgnQ,HAS_ASPECT,Food
b-h-psPOmlY0mCOflb3S3rdQ,HAS_MENU,Kothu_Paratha
u-xig3gl2cy1EdXKe8PfCuFA,VISIT,b-NHDdAZJqS3cf_K6HYxoQ9w
Service,IS,Excellent
Incredible,ASPECT_ATTR_FOR,b-xYpAg60oZVbOtSYgrOKBgQ
b-bO_JX-lDo5D5JGZhK5Ly3A,HAS_MENU,Samosa_Chaat
Food,IS,Good
u-DsqIqc8hQcfDci9ZlVZkJw,WRITE_REVIEW,r-841JjPqRdLpIkQzvXjAhWg
u-uoLHLVYtFo62e1oBhT8J5w,VISIT,b-V_jIfMz9Z7a5mthleRq0_w
u-siQ5lFjAFCBwXwxio7lFLw,LOVE,Food
b-DeI4KqEeWy0cTdh7Wy5_RA,HAS_REVIEW,r--nFPlphXW0lzEhNDM_3uYw
u-3IYOwOPo4zpnaYUu4VHXbw,RATE,b-0zTLMQOZhiCp9GFtegiFsw
u-sUtlFsTvPM3pzoCJ3O93HA,VISIT,b-idrN6XWKErG6nKDsEMNbOQ
u-SalzPkE0sbOXF7erSlOKSQ,WRITE_REVIEW,r-ZvNtXwWuZ0vmT9_wxrii_w
Great,MENU_ATTR_FOR,b-3frFidAcPVYAFB2RxxkIdA
u-Eypq5gLLjCapBVVnMw_MyA,RATE,b-rYziPPEILDXJ_F5uKR--YQ
b-qMw7mFHAjgG7qN82aXmeZg,HAS_MENU,Chicken_Kebab
u-yg4mOksN3y2m8rhZl0iNiw,VISIT,b-sUGlSS0AF2xPYFEjvKJbSA
b-TAnzFr9NixvCbvUdJMWL5Q,HAS_REVIEW,r-Ffh-VI2ylOZ5zgryD9mWcQ
u-JB4_tH5U_oN7Xl3MA4aeHw,ORDER,Dinner
b-S4qUsi44l5D9BbUCkhwQEA,HAS_REVIEW,r-9jyKkv2S5AeME_wlgS2kHA
Amazing,ASPECT_ATTR_FOR,b-kfwpXBsMQLqhUvscWB6b9g
Service,IS,Good
Food,IS,Wonderful
u-Iu5mS8o02-RGpjJdxI0v7w,ORDER,Chana_Samosa
u-YYJyRguDNjEYWzozCSNnFQ,RATE,b-TAnzFr9NixvCbvUdJMWL5Q
u-21kR7VsZdK1_wFOryQYAtA,VISIT,b-0Hy2VE9tqTo4QbovMz3xrQ
Makhani,IS,Good
b-vZu3xxlMQSqFngDgdFLfXg,HAS_REVIEW,r-amNqRbRtv_1W6D749dFRfQ
u-RpdTyHx-TrRVPZj1k3lo0A,VISIT,b-8grTRpmD9JYRPWayoLxg0w
b-y4z0iQZWN4R2Fk8SiPQU5A,IS,Terrible
u-X8RMnt2TNdJYGyqFj5dLBw,VISIT,b-ZNdV9ytExuxPTXSN8i2xhw
b-CB99Ifh4OnBTnuNdRjj_fQ,HAS_REVIEW,r-OldIbmVteB32xpZeMKUOyg
b-ZNdV9ytExuxPTXSN8i2xhw,HAS_ASPECT,Food
u-t4eXeNeZ_V7uAHwIzH0uwA,RATE,b-ZNdV9ytExuxPTXSN8i2xhw
u-9jaBZ5IVnaf61AhGtEESgw,RATE,b-DKqhCd3Vwl3CEo8vUHhLYg
b-MMOEaEcq-bsg_RYWHSC4_g,HAS_ASPECT,Service
b-gw0ZS5b5RP3Lzr1BoCbALg,HAS_MENU,Aloo
u-zsKcX9OYMoWzyyLxEPJQnA,VISIT,b-DeI4KqEeWy0cTdh7Wy5_RA
Decor,IS,Nice
u-pv8KCVEQ-nP9qyDP7YtXcw,ORDER,Chicken_Biryani
u-H7pxEBjPTOndbfQREAA8_w,WRITE_REVIEW,r-WZ6WjWgnQ8G5BoL58XaMmw
u-70c9g3Ii74HA8ATQxC215g,WRITE_REVIEW,r-KWF_l_sxPhuxK0BWc3kkZA
