,subject,predicate,object
290,u-xgPwcF_TQ_emrZDr_6SfwQ,VISIT,b-3frFidAcPVYAFB2RxxkIdA
291,u-qxu8gEgXC8NUptJvlxLOZg,RATE,b-Pzs43Fkub-6A9hA1zqpF_w
292,u-qxw8-ncdaGC2YZ8gRluVfQ,WRITE_REVIEW,r-CprBlfRaUNFlU6xgyYc8EA
293,Great,MENU_ATTR_FOR,b-qhKNZTtTT6GLnPzQny-v9Q
294,u-bOS8YfYRt7Pa320yMRVNPQ,WRITE_REVIEW,r-4EU8ffKNDLZqhRzWYSLatQ
295,u-I8OgHOWhfyFsDPfC3YU3xw,RATE,b-_PKXarw3GjlbwbXhjdpUMA
296,Friendly,ASPECT_ATTR_FOR,b-xA6L2w_TlbxHubb1xeBE8w
297,b-xA6L2w_TlbxHubb1xeBE8w,HAS_MENU,Lamb_Vindaloo
298,u-_HbMOgD3fXGDkUs0ZPyVzQ,WRITE_REVIEW,r-Q7k8WRagNpTDbh5yn_8ZSw
299,u-HAv4iHgSyMS4HKwl5hb98w,WRITE_REVIEW,r-4rCuom4NIj8UHH4a1rpdEw
300,u-UUjvdquloiIdcOiyvrKlrA,VISIT,b-vCx6uieEF0W0mKFK4sT3Yg
301,u-FdGS2N5bP2s_FdN6V1t8kA,VISIT,b-h-psPOmlY0mCOflb3S3rdQ
302,Decent,MENU_ATTR_FOR,b-MgsOZpYSntKSCzNROiWgYQ
303,u-OQBMu7x0V4Oz3iFv3x0i5Q,VISIT,b-h-psPOmlY0mCOflb3S3rdQ
304,Fresh,ASPECT_ATTR_FOR,b-CB99Ifh4OnBTnuNdRjj_fQ
305,b-k9PfKE7KfztoMpOSx25UpA,OPENED_IN,u-3zdB0SSrXIDIgsrOmhdUtQ
306,u-smY2LeiX3w8Nr8VH2I62Lg,VISIT,b-jb0-JZMt-6Khsh-VwsDtLQ
307,u-IZXnSMdOkVdFH-mw6zQBbA,BROUGHT,Food
308,b-BoiAZQB9AHRvazM055GFOw,HAS_REVIEW,r-NvCjbOkDxEFTJUtiM39F3Q
309,Great,MENU_ATTR_FOR,b-y4z0iQZWN4R2Fk8SiPQU5A
310,Good,ASPECT_ATTR_FOR,b-xSuR0FK8cHzBLXowCV3Pyw
311,Staff,IS,Friendly
312,u-tM35Wboo2VuVfcjIxOrnOg,VISIT,b-qhKNZTtTT6GLnPzQny-v9Q
313,b-sUGlSS0AF2xPYFEjvKJbSA,HAS_CATEGORY,Halal
314,u-hQ91iN2bCWb9LyVYBvFg0A,WRITE_REVIEW,r-chLx51iT5CkXbLKcxyCqQg
315,b-AZKhBlrI5vgTBm3j9WwnbA,HAS_MENU,Tofu
316,u-PO0PsC-ihIA0TSMgPEYTRg,WRITE_REVIEW,r-b7vjb-ZX0uxsrAfd8RxxCA
317,u-JJ98GQepxaRRelII93vUOw,VISIT,b-_X0M7EMx475KZSX9wAsmgg
318,b-DxbdfvNYPCyiLJDDPJK3Tg,HAS_MENU,Soup
319,b-CvOxwAhmwwy3sQRKYVAjGg,HAS_MENU,Naan
320,u-wjn--3vFmzc-OWDRMFJSAg,RATE,b-DJuQgsoj-qmU0i5iTAa4aA
321,u-bwjPP2nwL7ucwTWftRJaHw,VISIT,b-ZNdV9ytExuxPTXSN8i2xhw
322,u-QnQ6NK3fxY4lQXOMT8Xf_g,ORDER,Chai
323,Awesome,MENU_ATTR_FOR,b-0zTLMQOZhiCp9GFtegiFsw
324,b-Ksk5cLav4OtbUtpRGp5b4g,HAS_REVIEW,r-UrRN8xYobA49UWdw0-UyCA
325,u-dx2ix1YxITAXjOen0GigPA,HAS,Food
326,b-LwXo16VrGPhhOWc_Wj7ifw,HAS_REVIEW,r-AhM3e5-PnsG9txqn2Gq3hw
327,b-ZJ0gQp0fcnIDiZv0m9--Gg,HAS_ASPECT,Food
328,b-35KvoWbA3kEsdckaWqG3OA,HAS_REVIEW,r-5GFB-DsI1VFA_-NNJ5cKNA
329,u-WxnV04J-4oIh_JzbPSCplg,RATE,b-Dh2Z3WNu6M71LbMNHEeg3w
330,u-36yJtLsle_c_Ipn-Lnw9Nw,VISIT,b-Dd1w7xR7Xs3bthwusgy33Q
331,b-oX6y1Jm1jYLoWifmIrtaSQ,HAS_MENU,Rogan_Josh
332,u-0N0Dvd3OQ3uOf7icQA-mkw,RATE,b-sUGlSS0AF2xPYFEjvKJbSA
333,u-di9iIaFNNnQJpYtUZq5MHQ,VISIT,b--p-CuUMzN0HQz9OCQ8SZOA
334,u-Q83R2UssCoErEJX36wrlvg,WALKED_IN,b-rYziPPEILDXJ_F5uKR--YQ
335,Fresh,MENU_ATTR_FOR,b-idrN6XWKErG6nKDsEMNbOQ
336,u-h0I57hIQ57uS7AgsHQv7Qw,VISIT,b-XvuUYiJYAAiNC4AmdbBZ8g
337,u-tw-F1CUvdukzlfxLqgmXWw,VISIT,b-LwXo16VrGPhhOWc_Wj7ifw
338,b-dg4EMyM1feTEWfLPSbunrg,HAS_ASPECT,Food
339,u-hG0FxhGxIz5mv1ezaKcQiw,ORDER,Non-Veg_Thali
340,u-Vp185uuVQc_ENlh3bdl7KQ,RATE,b-MMOEaEcq-bsg_RYWHSC4_g
341,u-5PMj6vXe8ba-sSHW_oN0Pw,RATE,b-gXLiBVCHIqoPEw2CaP3QmQ
342,Food,IS,Good
343,u-w2-imkOMbt3jPbufME0LpA,RATE,b-kG0N5urz2lkPEBDPjqFR3w
344,b-ZNdV9ytExuxPTXSN8i2xhw,HAS_ASPECT,Service
345,b-De8Z9rLZOmf-icp3gDxCZA,HAS_REVIEW,r-zrKySXGwGE0ttTCsmcZSyg
346,u-liiY-jtE681B_fbP1sHfiw,RATE,b-eRZuxjnaMviiVyvhejwTBQ
347,Good,ASPECT_ATTR_FOR,b-vCx6uieEF0W0mKFK4sT3Yg
348,Chana_Bhatura,IS,Good
349,u-e36kRKyjB36CzB0Bkdk8ow,WRITE_REVIEW,r-iJth0_U7kbK4VDx6MBfO8g
350,b-gXLiBVCHIqoPEw2CaP3QmQ,HAS_REVIEW,r--0AJcCouAMGk2oz4GtAjaA
351,Good,ASPECT_ATTR_FOR,b-35KvoWbA3kEsdckaWqG3OA
352,Fresh,ASPECT_ATTR_FOR,b-DKqhCd3Vwl3CEo8vUHhLYg
353,b-ICUCAzUZFiWkYs7iCtNCQg,HAS_CATEGORY,Nightlife
354,u-_m92RQLYvNeaCm1Uk81eeA,RATE,b-Eu-M3y8a5bIxIRXlCj9yHA
355,u-dP2ZTw39Vt9ErCXucG9h4Q,VISIT,b-BoiAZQB9AHRvazM055GFOw
356,u-ZHRyYn4SbTsR7On7P-08bA,WRITE_REVIEW,r-IMZdav0lAmpoHMJdKFddcQ
357,Mississauga-Canada,LOCATED_IN,Canada
358,b-vCx6uieEF0W0mKFK4sT3Yg,HAS_ASPECT,Food
359,Well,ASPECT_ATTR_FOR,b-DJuQgsoj-qmU0i5iTAa4aA
360,u-omMCW9cZNhmuue1sas2vFw,VISIT,b-scM6rLQqoz5dEIgwz_JFsg
361,u-hkzoIEuMQ7FWeoVtX4XB5Q,VISIT,b-ZJ0gQp0fcnIDiZv0m9--Gg
362,u-hG-Vaiobo_swSinRvINUfg,LOVED,b-MgsOZpYSntKSCzNROiWgYQ
363,Good,MENU_ATTR_FOR,b-LwXo16VrGPhhOWc_Wj7ifw
364,b-CvOxwAhmwwy3sQRKYVAjGg,HAS_MENU,Butter_Chicken
365,b-0cf-w9PK5gLkBkitL3bdqw,HAS_REVIEW,r-oLfKIH1njmO7vGKSvCEcYQ
366,b-ZJ0gQp0fcnIDiZv0m9--Gg,HAS_REVIEW,r-iD6LuD0et79frBDqPvNi0w
367,u-sdGFVeFfcpp0PQsZpxiBOA,VISIT,b-xA6L2w_TlbxHubb1xeBE8w
368,b-xA6L2w_TlbxHubb1xeBE8w,HAS_CATEGORY,Pakistani
369,u-RmiKdzXAb9Ai8csbGCCO1g,VISIT,b-De8Z9rLZOmf-icp3gDxCZA
370,u-xaUAOzBomj8eDy74hTvQpA,TRIED_ON,Menu
371,b-P4h8kgy_48oE9vCHJc4BCQ,HAS_REVIEW,r-EZy4-9zblyx9PiLHab86XA
372,u-60Y-uLBHsdliQACa4oBnxw,VISIT,b-j4ytRzcmtU4cLMBrhY7jMA
373,b-qhKNZTtTT6GLnPzQny-v9Q,HAS_MENU,Naan
374,b-3frFidAcPVYAFB2RxxkIdA,HAS_REVIEW,r-m4teIWVy4Oy3CVFEoDn1JQ
375,Dosa,INCLUDES,Sabji
376,u-pPzXW6K_Fkz-AtgBbJPBYA,RATE,b-DxbdfvNYPCyiLJDDPJK3Tg
377,u-W2TQ6zJVEDtXtLLVbyY51A,VISIT,b-j4ytRzcmtU4cLMBrhY7jMA
378,u-cPKCbAf-XlMoGlDHLgPpYQ,ORDER,Chicken
379,b-kG0N5urz2lkPEBDPjqFR3w,HAS_REVIEW,r-LJo83wUv36RPqMks7uG-wA
380,Plentiful,ASPECT_ATTR_FOR,b-gA4bnK91phT5FTzG4ki3Dw
381,u-Ox3L-za2jio8KkHdARMWkA,RATE,b-OZwMMnRncrp7_uC-N3vV1Q
382,u-3GjCf5k5X219pDy5rYgxvQ,GONE_TO,b-ZDx7kt4aOPTlmYTqXDrTGA
383,u-ehAvwDt4Fpsz9KPordu5lA,WRITE_REVIEW,r-y9uO0KA7Nx90Z45MdQdqUQ
384,b-bO_JX-lDo5D5JGZhK5Ly3A,HAS_REVIEW,r-yYs7WnBMoZdYsKOM7DYpXg
385,b-qhKNZTtTT6GLnPzQny-v9Q,HAS_REVIEW,r-PSIIrjwLFhQE8TbN5XWSHQ
386,u-InDrrRvQ9f732YGPX4Ixmg,RATE,b-oVuZtlCFg_zF090Nhtp0Ow
387,b-kG0N5urz2lkPEBDPjqFR3w,HAS_REVIEW,r-mYmhn3FOAadVoSWDj2oKmA
388,b-qMw7mFHAjgG7qN82aXmeZg,HAS_REVIEW,r-Y0MvlwNXJhLFFYIew6wQDw
389,u-2rcc5LNa6DUA7PlUJZX0GA,WRITE_REVIEW,r-4Ssv9YKfaWzMJJE5iOjYEA
390,u-149dpixd6C2SwLcVfp5kvQ,RATE,b-oVuZtlCFg_zF090Nhtp0Ow
391,u-YuYhr9rAxJzEE2-4JxxTQQ,WRITE_REVIEW,r-OoO7xvSufqJcfJTsmQFMLg
392,b-Ksk5cLav4OtbUtpRGp5b4g,HAS_MENU,Dal
393,b-P4h8kgy_48oE9vCHJc4BCQ,HAS_REVIEW,r-yfMxWJEbZ6C5StGVGlci8g
394,u-OrT26FPjwEjcZ-gCVOGwrw,VISIT,b-y4z0iQZWN4R2Fk8SiPQU5A
395,b-ICUCAzUZFiWkYs7iCtNCQg,HAS_ASPECT,Food
396,Food,IS,Good
397,b-3wJ4kJsJhayyfJ30HsS04g,HAS_REVIEW,r-7PaGSD2rKnDJlu76FByy4A
398,u-iByhF479gy6crpOs4x1RpA,WRITE_REVIEW,r-iHVs5EfEV6BEEWBmgL7NSA
399,u-bP6j4jUmPSZdSoTXi7rQeg,RATE,b-gXLiBVCHIqoPEw2CaP3QmQ
400,u-ayVBf253VsV2Es7tD-rgug,WRITE_REVIEW,r-LTpjNy6CbQi7lDd-wrr3IQ
401,u-siQ5lFjAFCBwXwxio7lFLw,RATE,b-_X0M7EMx475KZSX9wAsmgg
402,Weak,ASPECT_ATTR_FOR,b-vCx6uieEF0W0mKFK4sT3Yg
403,b-y4z0iQZWN4R2Fk8SiPQU5A,HAS_REVIEW,r-YKWooUqqqZNOeVzqFmsXVQ
404,u-86B_MbIwXck16ioc8c01VQ,RATE,b-BoiAZQB9AHRvazM055GFOw
405,u-C6Qltey26Uyo_1wlISdFlg,WANT,Hakka
406,u-3xSglGfW0ZxtJp0vbv3NhQ,VISIT,b-xA6L2w_TlbxHubb1xeBE8w
407,b-oX6y1Jm1jYLoWifmIrtaSQ,HAS_MENU,Parathas
408,b-0cf-w9PK5gLkBkitL3bdqw,LOCATED_IN,Avondale-United_States
409,Slow,ASPECT_ATTR_FOR,b-Q8uwArm4h8bhsqxw84Gd8w
410,Food,TASTED_LIKE,Lamb
411,Delicious,MENU_ATTR_FOR,b-qhKNZTtTT6GLnPzQny-v9Q
412,b-kG0N5urz2lkPEBDPjqFR3w,HAS_REVIEW,r-AWtiPQDVAfVkhOi0IKkkQA
413,Tasty,MENU_ATTR_FOR,b-LwXo16VrGPhhOWc_Wj7ifw
414,u-g-y4Me4bqDz8jwFzX_e17w,HAS,Food
415,u-iqtM2OO8Ck6fAxcJ9jTgng,WRITE_REVIEW,r--nUIAtgcJqHckQKbuE4fzg
416,b-oVuZtlCFg_zF090Nhtp0Ow,HAS_REVIEW,r-JnOH9SEtiL4YpvSBl-DzHA
417,Naan,IS,Well
418,b-kfwpXBsMQLqhUvscWB6b9g,HAS_CATEGORY,Desserts
419,b-jb0-JZMt-6Khsh-VwsDtLQ,HAS_REVIEW,r-Pag_f5whNqzB4uQF00cR-g
420,b-geMa0_CtMOctkUhf_JXK9Q,HAS_MENU,Naan_Bread
421,u-k9LVEsdSlCa-RD06bntF3A,RATE,b-DxbdfvNYPCyiLJDDPJK3Tg
422,b-0zTLMQOZhiCp9GFtegiFsw,HAS_ASPECT,Food
423,Naan,IS,Fresh
424,u-Zk3M1A5mygVU3gupXrOcVg,RATE,b-0zTLMQOZhiCp9GFtegiFsw
425,u-FuDerME3t0XjuaPTrNfW_g,RATE,b-5eDg_Y2N6aU_k7tIxoFXTg
426,u-5ZF8fsF1byZEd8cmVrHjyQ,RATE,b-MMOEaEcq-bsg_RYWHSC4_g
427,u-7wAdctG3920KcBLSVXlZdQ,WRITE_REVIEW,r-xdzAViqu8VVz1HWgMoXQ-w
428,b-DKqhCd3Vwl3CEo8vUHhLYg,HAS_MENU,Chicken_Biryani
429,b-ZJ0gQp0fcnIDiZv0m9--Gg,HAS_ASPECT,Food
430,Beef_Vindaloo,IS,Soft
431,u-9IYbdwYtxIWEgqMHwII6dQ,WRITE_REVIEW,r-8LTc0TLq0QNyIvJnjbVlSw
432,u-PzkA5dSmgKKtin7UZIGwsw,VISIT,b-Eu-M3y8a5bIxIRXlCj9yHA
433,Mantra_Mixed_Grill,IS,Good
434,u-dvwFC5u09dbG_16AeNKBmQ,VISIT,b-gw0ZS5b5RP3Lzr1BoCbALg
435,u-Ky-Ik9_KAfe_dc5B0EIrPQ,CAME_ON,Weekday
436,u-2dDK-DlISX1G22GJAlImiQ,ENJOYED_ON,Sunday
437,u-fyPrBj5sgwkT00AbdqBoHg,VISIT,b-oX6y1Jm1jYLoWifmIrtaSQ
438,u-ByQUXmVgJW6jNOzPgweW4g,RATE,b-Eu-M3y8a5bIxIRXlCj9yHA
439,u-5DqsNskQSkRYvXXVEpg6Mw,RATE,b-DeI4KqEeWy0cTdh7Wy5_RA
440,b-OZwMMnRncrp7_uC-N3vV1Q,HAS_CATEGORY,Indian
441,u-j3ZvzHEbsGwzlA53tgvXXw,RATE,b-ICUCAzUZFiWkYs7iCtNCQg
442,u-amIZAs1U-ooyHYLdobV-UA,RATE,b-ZNdV9ytExuxPTXSN8i2xhw
443,b-BxkVct02QHybp54ATZgkUQ,HAS_MENU,Gulab_Jamon
444,u-HyzhZk5d002IsA3V9VfV9g,WRITE_REVIEW,r-Gzz_tmtmPJcbsx0GI5LTaQ
445,u-nnw9gZhqO4ja_hwoIrDzog,WRITE_REVIEW,r-WzVKclr0HLEIqW8sO27jJw
446,Vegetarian_Dish,WAS,Porridge
447,u-WuvSmp8UhNrPUFnB5gm-kg,WRITE_REVIEW,r-WEW1vAIPCO3up371kI7m-g
448,u-nxGp5E60gmT17SsInL76OQ,VISIT,b-AZKhBlrI5vgTBm3j9WwnbA
449,u-qG6efDYJMalIIBCYP2ffnQ,VISIT,b-MMOEaEcq-bsg_RYWHSC4_g
450,b-xYpAg60oZVbOtSYgrOKBgQ,HAS_MENU,Naan_Bread
451,b-ZJ0gQp0fcnIDiZv0m9--Gg,HAS_MENU,Rice
452,u-0gy8hSm38M3jvOEgtS0Ppw,VISIT,b-ZJ0gQp0fcnIDiZv0m9--Gg
453,Delicious,MENU_ATTR_FOR,b-35KvoWbA3kEsdckaWqG3OA
454,Food,IS,Phenomenal
455,u-mNZBDzcu0ejBXcdriqe3gA,RECOMMEND,b-h3_Jnt_y0VPaC5x5kCWY0w
456,u-fnRdoNpRPaIiafKCmA7eCA,VISIT,b-5VOqWjRXUPc7b1A_NSI9mQ
457,u-4Urg4tXL_m6nYsOt34mAeQ,RATE,b-DKqhCd3Vwl3CEo8vUHhLYg
458,u-RmiKdzXAb9Ai8csbGCCO1g,RATE,b-De8Z9rLZOmf-icp3gDxCZA
459,b-CB99Ifh4OnBTnuNdRjj_fQ,HAS_MENU,Soma_Grill
460,b-LwXo16VrGPhhOWc_Wj7ifw,HAS_REVIEW,r-zoz6iHSsE2JXrjcxhpw_5Q
461,Fast,ASPECT_ATTR_FOR,b-35KvoWbA3kEsdckaWqG3OA
462,b-y4z0iQZWN4R2Fk8SiPQU5A,HAS_REVIEW,r-SHLqHLrrms_PrFWji-uyjw
463,b-LZWXP-D4YPlzsFjVx6b9XA,HAS_MENU,Chicken_Curry
464,b-SxuD7iY8QO88PNbSdNmNKg,HAS_CATEGORY,Desserts
465,u-1uA9fkT8tC4iWVFyTPqxZA,VISIT,b-BoiAZQB9AHRvazM055GFOw
466,u-RuHyMHjwkKQMzGC9HBlE0w,RATE,b-MMOEaEcq-bsg_RYWHSC4_g
467,u-m-soEL1fMYGlcwzAxG1vyw,RATE,b-MgsOZpYSntKSCzNROiWgYQ
468,u-wCDPh6llGrImrI0BrR77nw,RATE,b-gXLiBVCHIqoPEw2CaP3QmQ
469,u-CgaxrZFHnfdXT8goelBTaA,VISIT,b-scM6rLQqoz5dEIgwz_JFsg
470,u-66e_wFUf4GsDT2DTZ3u-Xg,WRITE_REVIEW,r-vLmrIvDIFYCQaBd_0oq96Q
471,Staff,IS,Friendly
472,u-FnlNKMfOuc77e04zWbd3CA,WRITE_REVIEW,r-qbyK92Gn9GBgdgf0_RQmSg
473,u-3pEz4WL31d7k31GTu3_7MQ,WRITE_REVIEW,r-74xam6JGDFlFXaxxUeJ1KQ
474,u-U3Y7xT8KZwQilb__FGHeIQ,WRITE_REVIEW,r-LSWKasuy79GFTveBXd31hQ
475,b-oVuZtlCFg_zF090Nhtp0Ow,HAS_REVIEW,r-bUldmdKiiINDVb79ot_veA
476,u-op1cRPfEUpNE5CY4kXKtPQ,VISIT,b-7vgWonwfqRt9pxR1c00Ulw
477,u-z6qIyc-_oIbgDWAembZ04w,HAS_FRIEND,u-Q9mA60HnY87C1TW5kjAZ6Q
478,b-DKqhCd3Vwl3CEo8vUHhLYg,HAS_MENU,Bombay_Chutney
479,u-9IYbdwYtxIWEgqMHwII6dQ,RATE,b-De8Z9rLZOmf-icp3gDxCZA
480,u-SdXxLZQQnQNUEL1rGMOQ6w,ORDER,Mango_Lassi
481,u-VEZ1vCYnEBsl2ssBoswaZw,VISIT,b-sUGlSS0AF2xPYFEjvKJbSA
482,Service,IS,Good
483,u-hSlNutwv-_EkosB92sdpyg,VISIT,b-0zTLMQOZhiCp9GFtegiFsw
484,Hard,MENU_ATTR_FOR,b-ZDx7kt4aOPTlmYTqXDrTGA
485,u-uQ8n0xWLk-heB9D4NmqQgA,RATE,b-GC9Re0tKAnecMww3DB638g
486,Price,IS,High
487,Dry,MENU_ATTR_FOR,b-y4z0iQZWN4R2Fk8SiPQU5A
488,u-yA2SGDZ8xuHU5PlCizMmSw,VISIT,b-BoiAZQB9AHRvazM055GFOw
489,u-K3hhXg0HMZV2S2oySuvHfg,VISIT,b-5eDg_Y2N6aU_k7tIxoFXTg
490,Naan,WAS,Plain
491,u-qB6k6ubk1B6SkJYOWbdhSw,WRITE_REVIEW,r-xNGiNU-2YwyGBki4gmheZw
492,Great,ASPECT_ATTR_FOR,b-gXLiBVCHIqoPEw2CaP3QmQ
493,b-xSuR0FK8cHzBLXowCV3Pyw,HAS_REVIEW,r-jqyCSkrLcsR5Q75ouc09YA
494,u-9ZcoQomh9q8tx6lXjPtctw,RATE,b-De8Z9rLZOmf-icp3gDxCZA
495,b-sUGlSS0AF2xPYFEjvKJbSA,HAS_REVIEW,r-ndhyuZxNue1trU6f4z35oQ
496,u-_vZWpKwgP0Gz1MDvri0bqQ,VISIT,b-Pzs43Fkub-6A9hA1zqpF_w
497,Curry,IS,Right
498,b-COfzp0tze_F8N13zn40zzg,HAS_MENU,Chicken
499,b-MgsOZpYSntKSCzNROiWgYQ,HAS_REVIEW,r-S-YFHZKKu9q_Z5f2XRtXlw
500,u-4Urg4tXL_m6nYsOt34mAeQ,WRITE_REVIEW,r-N8wTZwJ48OMkhg2eONeSDQ
501,u-BynpqTILMY4OLLG9PgrKzQ,RATE,b-5eDg_Y2N6aU_k7tIxoFXTg
502,u-PiSCokd01nxdMkVQRV_R7A,ORDER,Chat
503,u-BUezGOiuNFE10oQn4uKS8Q,VISIT,b-UAXz2KC1aXpxzV-MLdXbmQ
504,u-P41ptyME4S7rLnejVGJmUA,RATE,b-5VOqWjRXUPc7b1A_NSI9mQ
505,b-5eDg_Y2N6aU_k7tIxoFXTg,HAS_REVIEW,r-inrOxasjpXy02ponqrQltA
506,u-kwIhn1_cnQeUaLN0CuWWHw,ORDER,Chicken_Tikka_Masala
507,Fantastic,ASPECT_ATTR_FOR,b-gA4bnK91phT5FTzG4ki3Dw
508,b-xA6L2w_TlbxHubb1xeBE8w,HAS_REVIEW,r-Y0ECu_eAJ6iXq6BI_Cb4UQ
509,b-0cf-w9PK5gLkBkitL3bdqw,HAS_REVIEW,r-QZjzMEpGDVo4t74--5mTlw
510,Goat,IS,Hot
511,u-xA1Ak4QJ_WE_8Nadpi8IhA,VISIT,b-YywWkWX235ZurTWSLqNPog
512,u-p7twKFLssuOd5_QMJAmRYw,VISIT,b-c4qE3ygdEQUD9dZjganavA
513,Hot,ASPECT_ATTR_FOR,b-xA6L2w_TlbxHubb1xeBE8w
514,u-pI6jn3YCp2jSa8dH0FxZWg,RATE,b-scM6rLQqoz5dEIgwz_JFsg
515,u-xcBcIMVWEx1p7V8ACaeHpQ,ENJOYED,Service
516,Price,IS,High
517,u-5INcrkxpxXMbLP1VDBrP9w,WRITE_REVIEW,r-D7BPuBfekN12DhFz5tLiZw
518,b-DxbdfvNYPCyiLJDDPJK3Tg,HAS_REVIEW,r-pYvXgSpA2zHBozcVp9q9qg
519,u-gJqr0dtJQHt6CAzcm-n8lQ,GIVE,b-S4qUsi44l5D9BbUCkhwQEA
520,b-TAnzFr9NixvCbvUdJMWL5Q,HAS_REVIEW,r-qjbF4APi1GvVTkhm3g4Nvw
521,Great,ASPECT_ATTR_FOR,b-DJuQgsoj-qmU0i5iTAa4aA
522,u-5cEPTRE_RkZtReStfseaqw,ORDER,Soup
523,b-5eDg_Y2N6aU_k7tIxoFXTg,HAS_MENU,Butter_Chicken
524,Hard,MENU_ATTR_FOR,b-xA6L2w_TlbxHubb1xeBE8w
525,u-chMOhzMASZJ71wNOCY-aDA,WRITE_REVIEW,r-79yLVTe8KPVHZzt2WUfHtQ
526,b-oX6y1Jm1jYLoWifmIrtaSQ,HAS_ASPECT,Service
527,b-5eDg_Y2N6aU_k7tIxoFXTg,HAS_REVIEW,r-EmIYTJjbcuBADjrxyicTUQ
528,b-De8Z9rLZOmf-icp3gDxCZA,HAS_REVIEW,r-yB3NL2DHdNsx11kXeiXeSQ
529,u-GMZRlfTGiX33Uhyzi8YVEw,VISIT,b-vCx6uieEF0W0mKFK4sT3Yg
530,b-ZJ0gQp0fcnIDiZv0m9--Gg,HAS_REVIEW,r-f29b_J3RkT2aVLKdeQOGoA
531,u-t0e6NZ9ssaSpJQnsD4GDmw,RATE,b-scM6rLQqoz5dEIgwz_JFsg
532,Food,HAS,Food
533,Soup,IS,Cold
534,u-omX8yy0m_dZCnv3GJfYiSA,ORDERED,Food
535,u-HdUpeg9oYzvzHIgeJuM2uQ,ORDER,Dinner
536,b-P4h8kgy_48oE9vCHJc4BCQ,HAS_MENU,Chicken
537,Like,ASPECT_ATTR_FOR,b-MMOEaEcq-bsg_RYWHSC4_g
538,u-eeeOWlcasXkFo7EN6ZSOMg,RATE,b-S4qUsi44l5D9BbUCkhwQEA
539,b-yy_FhzQCeLreV21OBccPAg,IS,Good
540,u-jcuPbHBcDSw678G55ZtloA,WRITE_REVIEW,r-0dl1isB-TysI9PUxU0g1GQ
541,b-vCx6uieEF0W0mKFK4sT3Yg,HAS_REVIEW,r-RHr4NU3wmtvnc0inn7-Hlg
542,Food,IS,Wonderful
543,b-35KvoWbA3kEsdckaWqG3OA,HAS_REVIEW,r-af-JgPg3ifnI1fJzjsYPbw
544,b-Dd1w7xR7Xs3bthwusgy33Q,HAS_REVIEW,r-9czx9YWHqf1ZGu7TCTomAA
545,u-nQx-XAKpeFcrxN8TOJd5jA,WRITE_REVIEW,r-VGTUbbD05VZ2OvQdcOaE0A
546,Excellent,ASPECT_ATTR_FOR,b-oVuZtlCFg_zF090Nhtp0Ow
547,b-DJuQgsoj-qmU0i5iTAa4aA,HAS_ASPECT,Service
548,Great,ASPECT_ATTR_FOR,b-MMOEaEcq-bsg_RYWHSC4_g
549,b-j9YFHVQqxM_qKHIc4nck-A,HAS_REVIEW,r-SalYtrHGdwML-ffPzwcsTw
550,b-ICUCAzUZFiWkYs7iCtNCQg,HAS_MENU,Tomato_Soup
551,b-7vgWonwfqRt9pxR1c00Ulw,HAS_MENU,Paneer
552,u-nYd2iyETcfA5-zN6vri1DA,WRITE_REVIEW,r-pmOuElGiflVO1c7HstY6Bg
553,b-bO_JX-lDo5D5JGZhK5Ly3A,HAS_MENU,Dosa
554,b-DKqhCd3Vwl3CEo8vUHhLYg,HAS_MENU,Naan
555,Good,ASPECT_ATTR_FOR,b-SxuD7iY8QO88PNbSdNmNKg
556,b-dg4EMyM1feTEWfLPSbunrg,HAS_MENU,Naan_Bread
557,Makhani,IS,Good
558,u-frFpe-6mkJrWDR7wyk96UQ,WRITE_REVIEW,r-lUE54nPbjVho7GkEPqNf6A
559,u-AvC5XQAElcGAAn_Wr5auEg,CHECKED,Indian
560,b-oX6y1Jm1jYLoWifmIrtaSQ,HAS_REVIEW,r-EZ09BHbNiDgXmjjnVIwO-w
561,b-7vgWonwfqRt9pxR1c00Ulw,HAS_REVIEW,r-ws59GoZHDaYvho9LvlHPnQ
562,u-JrXC_MDp38BWwLn2SFdNsA,RATE,b-5VOqWjRXUPc7b1A_NSI9mQ
563,u-SDsVaBzPJr8fdY4-m5bjdw,RATE,b-W_9ophRRWO924hn1S-y2Hg
564,u-eJ00Pm6BVn91jySR6ETCag,RATE,b-scM6rLQqoz5dEIgwz_JFsg
565,u-_0lqX3m25K6qEkbLlY4DLQ,WRITE_REVIEW,r-ziAMZGx8QInZjqlDG4qRCA
566,u-dn6LeOgTP2jfD_0vF2pjZQ,VISIT,b-De8Z9rLZOmf-icp3gDxCZA
567,b-or1daHtUK9b7sqFRPf62GQ,HAS_REVIEW,r-ML-C_MX6w994T2qTTq4KnQ
568,u-9e1GgNMDlUaCcefdg9C2BA,RATE,b-DKqhCd3Vwl3CEo8vUHhLYg
569,u-WuvSmp8UhNrPUFnB5gm-kg,HAD_IN,Las Vegas
570,u-3sVCAjrsGyI7ElJHqDSq0A,WRITE_REVIEW,r-2o0KejmM2DFbQbPu0MCN3A
571,Service,IS,Terrible
572,u-_m92RQLYvNeaCm1Uk81eeA,VISIT,b-Eu-M3y8a5bIxIRXlCj9yHA
573,b-S4qUsi44l5D9BbUCkhwQEA,HAS_ASPECT,Food
574,b-DKqhCd3Vwl3CEo8vUHhLYg,HAS_ASPECT,Service
