Type1,Entity1,Relationship,Type2,Entity2
Node,b-LwXo16VrGPhhOWc_Wj7ifw,went_for,Node,b-LwXo16VrGPhhOWc_Wj7ifw
Node,u-kwIhn1_cnQeUaLN0CuWWHw,get_at,Node,b-LwXo16VrGPhhOWc_Wj7ifw
Node,u-kwIhn1_cnQeUaLN0CuWWHw,has,Node,favorite
Node,u-kwIhn1_cnQeUaLN0CuWWHw,has,Node,fav
Node,b-LwXo16VrGPhhOWc_Wj7ifw,has_menu,Node,Garlic_Naan
Node,b-LwXo16VrGPhhOWc_Wj7ifw,is,Node,lavish
Node,u-HKdCl7uryk0M0_G4SNDKZg,loved,Node,mango_lassi
Node,u-HKdCl7uryk0M0_G4SNDKZg,forgot,Node,naan
Node,u-HKdCl7uryk0M0_G4SNDKZg,was,Node,excited
Node,b-35KvoWbA3kEsdckaWqG3OA,has_menu,Node,plain
Node,plain,were,Node,soft
Node,u-TWn4CE_ixyPaUEG4Ry0YEQ,had_in,Node,Pittsburgh
Node,Food,is,Node,good
Node,b-35KvoWbA3kEsdckaWqG3OA,has_menu,Node,vegetables
Node,vegetables,cooked,Node,overdone
Node,Staff,is,Node,friendly
Node,b-35KvoWbA3kEsdckaWqG3OA,has_menu,Node,Goat
Node,Goat,was,Node,tender
Node,u-8ERB5c1CaRkW990-RNG7zQ,wanted,Node,naan
Node,u-8ERB5c1CaRkW990-RNG7zQ,asked_for,Node,chutney
Node,food,is,Node,delicious
Node,u-6Ki3bAL0wx9ymbdJqbSWMA,has,Node,favorite
Node,food,is,Node,delicious
Node,b-35KvoWbA3kEsdckaWqG3OA,make,Node,Food
Node,b-35KvoWbA3kEsdckaWqG3OA,has_menu,Node,Goat_Gong
Node,Goat_Gong,seen_in,Node,menu
Node,b-35KvoWbA3kEsdckaWqG3OA,has_menu,Node,Samosa
Node,Samosa,were,Node,cold
Node,b-35KvoWbA3kEsdckaWqG3OA,has_menu,Node,goat
Node,goat,was,Node,tender
Node,u-WRefLj6kTMRVNkNenCP01Q,has,Node,pakora
Node,b-35KvoWbA3kEsdckaWqG3OA,has_menu,Node,chicken
Node,chicken,was,Node,seasoned
Node,chicken,was,Node,gritty
Node,u-QnQ6NK3fxY4lQXOMT8Xf_g,has,Node,chai
Node,u-QnQ6NK3fxY4lQXOMT8Xf_g,has,Node,cauliflower_korma
Node,service,is,Node,sluggish
Node,Food,is,Node,amazing
Node,Parking,is,Node,scarce
Node,b-35KvoWbA3kEsdckaWqG3OA,has_menu,Node,chicken_vindaloo
Node,chicken_vindaloo,was,Node,excellent
Node,food,is,Node,good
Node,decor,is,Node,beautiful
Node,Food,is,Node,good
Node,service,is,Node,slow
Node,u-bnYeFVApkSzjOpCvf78z8Q,served,Node,Chicken_Spinach_Dish
Node,Service,is,Node,attentive
Node,food,is,Node,fresh
Node,b-35KvoWbA3kEsdckaWqG3OA,has_menu,Node,Chicken_Spinach_Dish
Node,Chicken_Spinach_Dish,was,Node,authentic
Node,b-35KvoWbA3kEsdckaWqG3OA,has_menu,Node,gulab_jamun
Node,gulab_jamun,was,Node,soft
Node,u-vekZnPvP0s9LT8lEvGXnKw,love,Node,Shrimp_Chettinad
Node,b-35KvoWbA3kEsdckaWqG3OA,has_menu,Node,Goat_Pepper_Fry
Node,Goat_Pepper_Fry,were,Node,delicious
Node,service,is,Node,slow
Node,food,is,Node,great
Node,staff,is,Node,friendly
Node,service,is,Node,fast
Node,Service,is,Node,friendly
Node,u-pi5q-tDs3_dP6p2FXI9lpg,rate_as,Node,one
Node,u-rjHifu1-nXMoDlFUQryi1w,give,Node,food
Node,b-35KvoWbA3kEsdckaWqG3OA,has_menu,Node,Chicken_Tikka_Masala
Node,Chicken_Tikka_Masala,is,Node,AMAZING
Node,u-UEYpGsvyWDRhxXuwUSvBvQ,tried,Node,good
Node,u-UEYpGsvyWDRhxXuwUSvBvQ,ended,Node,dinner
Node,u-UEYpGsvyWDRhxXuwUSvBvQ,ended_with,Node,Rabdi
Node,u-igyGxhWDqwLYrAarm32CKQ,started_with,Node,Gobi_Manchurian
Node,u-w_INs1TnmWewZ_MIp2fUow,ordered,Node,Chicken_Biryani
Node,food,is,Node,good
Node,b-35KvoWbA3kEsdckaWqG3OA,has_menu,Node,rice
Node,rice,was,Node,bland
Node,b-35KvoWbA3kEsdckaWqG3OA,has_menu,Node,Mango_Mastani
Node,Mango_Mastani,is,Node,good
Node,b-35KvoWbA3kEsdckaWqG3OA,has_menu,Node,Garlic_naan
Node,Garlic_naan,is,Node,cold
Node,u--w3ArCgWBRPj-MM4X8Im5A,ordered,Node,Gobi_Manchurian
Node,u--w3ArCgWBRPj-MM4X8Im5A,walked_in,Node,Harjas
Node,u-7wAdctG3920KcBLSVXlZdQ,seated_at,Node,u-7wAdctG3920KcBLSVXlZdQ
Node,food,is,Node,good
Node,u-XYaC_vhAKpbwjasMk2yyjQ,trying_on,Node,menu
Node,b-35KvoWbA3kEsdckaWqG3OA,has_menu,Node,biryani
Node,biryani,was,Node,perfect
Node,food,is,Node,good
Node,staff,is,Node,courteous
Node,u-wzJw55pZ7WvINZhE8n13zw,got,Node,Shrimp_Tikka_Masala
Node,u-wzJw55pZ7WvINZhE8n13zw,substitute,Node,rice
Node,u-wzJw55pZ7WvINZhE8n13zw,compliment,Node,rice
Node,u-wzJw55pZ7WvINZhE8n13zw,substitute_with,Node,naan
Node,u-wzJw55pZ7WvINZhE8n13zw,has,Node,rice
Node,u-wzJw55pZ7WvINZhE8n13zw,has,Node,bread
Node,b-35KvoWbA3kEsdckaWqG3OA,has_menu,Node,bread
Node,bread,is,Node,good
Node,service,is,Node,good
Node,food,is,Node,phenomenal
Node,food,is,Node,hot
Node,service,is,Node,enthusiastic
Node,u-z2YVGKKcup6mjQmDQ6arEg,got,Node,naan
Node,u-z2YVGKKcup6mjQmDQ6arEg,started_with,Node,Gobi_Manchurian
Node,u-z2YVGKKcup6mjQmDQ6arEg,had_before,Node,taste
Node,u-z2YVGKKcup6mjQmDQ6arEg,treated_to,Node,mango_lassi
Node,u-z2YVGKKcup6mjQmDQ6arEg,has,Node,naan
Node,decor,is,Node,bright
Node,b-35KvoWbA3kEsdckaWqG3OA,has_menu,Node,Gobi_Manchurian
Node,Gobi_Manchurian,were,Node,seasoned
Node,b-35KvoWbA3kEsdckaWqG3OA,has_menu,Node,crispy
Node,crispy,was,Node,wonderful
Node,staff,is,Node,attentive
Node,food,is,Node,delicious
Node,b-35KvoWbA3kEsdckaWqG3OA,has_menu,Node,Chicken_masala
Node,Chicken_masala,was,Node,excellent
Node,Chicken_masala,was,Node,fresh
Node,b-35KvoWbA3kEsdckaWqG3OA,has_menu,Node,shrimp
Node,shrimp,were,Node,fresh
Node,b-35KvoWbA3kEsdckaWqG3OA,has_menu,Node,Saag_paneer
Node,Saag_paneer,was,Node,best
Node,u-Beo8qoIWwsy5NHAb39xkKQ,has,Node,Chana_Masala
Node,b-35KvoWbA3kEsdckaWqG3OA,has_menu,Node,Chana_Masala
Node,Chana_Masala,was,Node,tasty
Node,food,is,Node,tasty
Node,service,is,Node,excellent
Node,staff,is,Node,friendly
Node,u-ySgudi16-WEjBdagdFTQkQ,tried_on,Node,Sunday
Node,taste,is,Node,good
Node,service,is,Node,attentive
Node,u-rov-lYHzxAlTKcu9pRbN8Q,ordered,Node,paneer
Node,u-rov-lYHzxAlTKcu9pRbN8Q,ordered,Node,paneer_naan
Node,b-35KvoWbA3kEsdckaWqG3OA,has_menu,Node,karahi_paneer
Node,karahi_paneer,went_with,Node,butter_naan
Node,u-rov-lYHzxAlTKcu9pRbN8Q,has,Node,gripe
Node,Service,is,Node,slow
Node,food,is,Node,delicious
Node,staff,is,Node,friendly
Node,u-BpnEs8ZGrNLh1WNgXbTZLw,loved,Node,buttery_naan
Node,u-0UNsufPaK_K8ioCJgMhUBA,ordered,Node,chicken
Node,food,is,Node,good
Node,food,is,Node,amazing
Node,b-XvuUYiJYAAiNC4AmdbBZ8g,has_menu,Node,naan
Node,naan,was,Node,soft
Node,b-XvuUYiJYAAiNC4AmdbBZ8g,has_menu,Node,butter_chicken
Node,butter_chicken,was,Node,great
Node,u-wu6KPWT04i56P4bB1iY73A,find,Node,menu
Node,u-wu6KPWT04i56P4bB1iY73A,called,Node,Tandoori_Grill
Node,b-XvuUYiJYAAiNC4AmdbBZ8g,has_menu,Node,Tandoori_Grill
Node,Tandoori_Grill,tell,Node,u-wu6KPWT04i56P4bB1iY73A
Node,Tandoori_Grill,provide,Node,u-wu6KPWT04i56P4bB1iY73A
Node,b-XvuUYiJYAAiNC4AmdbBZ8g,has_menu,Node,lamb
Node,lamb,cooked,Node,nice
Node,u-wu6KPWT04i56P4bB1iY73A,greeted_with,Node,smiles
Node,b-XvuUYiJYAAiNC4AmdbBZ8g,has_menu,Node,salad
Node,salad,is,Node,nonexistent
Node,b-XvuUYiJYAAiNC4AmdbBZ8g,has_menu,Node,Samosa
Node,Samosa,were,Node,exceptional
Node,food,is,Node,delicious
Node,u-idbqvka5fMTOjD68z4WRyQ,tried,Node,hot
Node,Food,is,Node,great
Node,b-XvuUYiJYAAiNC4AmdbBZ8g,has_menu,Node,Tandoori_Grill
Node,Tandoori_Grill,make,Node,Samosa
Node,Tandoori_Grill,has,Node,menu
Node,b-XvuUYiJYAAiNC4AmdbBZ8g,has_menu,Node,vegetables
Node,vegetables,is,Node,flavourful
Node,Tandoori_Grill,are,Node,afraid
Node,food,is,Node,tasty
Node,u-9nVrOmQVKBLsHFNUzCIvoA,be,Node,picky
Node,service,is,Node,friendly
Node,u-VbB0_jzI_DrnPY4DuROVkQ,rate,Node,Tandoori_Grill
Node,service,is,Node,worth
Node,u-quis0L_iyN20UqaICzVhuQ,found,Node,Tandoori_Grill
Node,u-quis0L_iyN20UqaICzVhuQ,getting,Node,food
Node,u-quis0L_iyN20UqaICzVhuQ,found,Node,Tandoori_Grill
Node,James m,stuffing_with,Node,Samosa
Node,b-XvuUYiJYAAiNC4AmdbBZ8g,has_menu,Node,Naan
Node,Naan,is,Node,awesome
Node,u-tHyEF0BrKBM6iiweEHCdmQ,ordered,Node,food
Node,u-tHyEF0BrKBM6iiweEHCdmQ,got,Node,refund
Node,food,is,Node,lukewarm
Node,food,is,Node,good
Node,b-XvuUYiJYAAiNC4AmdbBZ8g,has_menu,Node,sauce
Node,sauce,was,Node,decent
Node,b-XvuUYiJYAAiNC4AmdbBZ8g,has_menu,Node,Tandoori_Grill
Node,Tandoori_Grill,confirm,Node,price
Node,Price,is,Node,outrageous
Node,u-E-F49aokwOCxGTf3cp_MXw,asked_for,Node,sauce
Node,b-XvuUYiJYAAiNC4AmdbBZ8g,has_menu,Node,sauce
Node,sauce,blend_with,Node,curry
Node,food,is,Node,good
Node,sauce,was,Node,warm
Node,b-XvuUYiJYAAiNC4AmdbBZ8g,has_menu,Node,naan
Node,naan,was,Node,worth
Node,naan,was,Node,beautiful
Node,b-XvuUYiJYAAiNC4AmdbBZ8g,has_menu,Node,Beef_Vindaloo
Node,Beef_Vindaloo,was,Node,good
Node,b-XvuUYiJYAAiNC4AmdbBZ8g,has_menu,Node,Tandoori_Grill
Node,Tandoori_Grill,is,Node,amazing
Node,b-XvuUYiJYAAiNC4AmdbBZ8g,has_menu,Node,naan
Node,naan,turned,Node,greasy
Node,u-vqhEfu-TYnhih1-D3m0Hmg,try,Node,Tandoori_Grill
Node,food,is,Node,amazing
Node,b-XvuUYiJYAAiNC4AmdbBZ8g,has_menu,Node,Meat_Samosa
Node,Meat_Samosa,were,Node,vegetable
Node,b-XvuUYiJYAAiNC4AmdbBZ8g,has_menu,Node,rice
Node,rice,is,Node,expensive
Node,rice,be,Node,free
Node,u-FGxJnIi14v1gVRXbDQPffg,love,Node,staff
Node,b-XvuUYiJYAAiNC4AmdbBZ8g,has_menu,Node,butter_chicken
Node,butter_chicken,is,Node,unreal
Node,b-XvuUYiJYAAiNC4AmdbBZ8g,has_menu,Node,samosa
Node,samosa,made,Node,fresh
Node,b-XvuUYiJYAAiNC4AmdbBZ8g,has_menu,Node,goat
Node,goat,is,Node,incredible
Node,u-XsoGLV1eNaSWxH03QqknnQ,granted,Node,u-XsoGLV1eNaSWxH03QqknnQ
Node,food,is,Node,food
Node,u-XsoGLV1eNaSWxH03QqknnQ,ordered,Node,Beef_Samosa
Node,food,stuck_between,Node,Tandoori_Grill
Node,u-XsoGLV1eNaSWxH03QqknnQ,has,Node,food
Node,u-XsoGLV1eNaSWxH03QqknnQ,were,Node,satisfied
Node,b-XvuUYiJYAAiNC4AmdbBZ8g,has_menu,Node,Tandoori_Grill
Node,Tandoori_Grill,is,Node,odd
Node,u-vW0qGR5hRIe2TbGkkfyIjg,try,Node,Tandoori_Grill
Node,u-vW0qGR5hRIe2TbGkkfyIjg,try,Node,Biryani
Node,u-vW0qGR5hRIe2TbGkkfyIjg,see,Node,problem
Node,b-XvuUYiJYAAiNC4AmdbBZ8g,has_menu,Node,Tandoori_Grill
Node,Tandoori_Grill,opened_from,Node,work
Node,u-vW0qGR5hRIe2TbGkkfyIjg,has,Node,work
Node,u-vW0qGR5hRIe2TbGkkfyIjg,has,Node,Biryani
Node,u-eKfWWRDvDRmO9h9E8_WpcQ,spent_on,Node,food
Node,food,is,Node,fine
Node,u-eKfWWRDvDRmO9h9E8_WpcQ,spent_on,Node,food
Node,b-XvuUYiJYAAiNC4AmdbBZ8g,has_menu,Node,naan
Node,naan,tasted,Node,horrible
Node,b-XvuUYiJYAAiNC4AmdbBZ8g,has_menu,Node,Tandoori_Grill
Node,Tandoori_Grill,charged_for,Node,delivery
Node,u-h0I57hIQ57uS7AgsHQv7Qw,am,Node,generous
Node,Tandoori_Grill,is,Node,horrible
Node,b-XvuUYiJYAAiNC4AmdbBZ8g,has_menu,Node,naan
Node,naan,was,Node,soft
Node,u-tqFHH39dnYG8xDDQrHzpyg,been,Node,fine
Node,b-XvuUYiJYAAiNC4AmdbBZ8g,has_menu,Node,Palak_paneer
Node,Palak_paneer,was,Node,mediocre
Node,food,is,Node,awesome
Node,u-tfcWQ_mKwgLkWu5pvpmsvg,ordered,Node,helping
Node,b-qMw7mFHAjgG7qN82aXmeZg,has_menu,Node,naan
Node,naan,is,Node,fantastic
Node,naan,is,Node,perfect
Node,b-qMw7mFHAjgG7qN82aXmeZg,has_menu,Node,chicken_jalfrezi
Node,chicken_jalfrezi,was,Node,good
Node,b-qMw7mFHAjgG7qN82aXmeZg,has_menu,Node,chicken
Node,chicken,was,Node,tender
Node,b-qMw7mFHAjgG7qN82aXmeZg,has_menu,Node,Chicken_kebab
Node,Chicken_kebab,is,Node,good
Node,b-qMw7mFHAjgG7qN82aXmeZg,has_menu,Node,lamb_biryani
Node,lamb_biryani,came_with,Node,naan
Node,food,is,Node,delicious
Node,b-qMw7mFHAjgG7qN82aXmeZg,has_menu,Node,beef
Node,beef,was,Node,tender
Node,food,is,Node,fresh
Node,b-qMw7mFHAjgG7qN82aXmeZg,has_menu,Node,naan
Node,naan,was,Node,amazing
Node,food,is,Node,flavourful
Node,Service,is,Node,good
Node,u-sevuUDFe6hw9Xy5QcyzQFw,ordered,Node,biryani
Node,u-sevuUDFe6hw9Xy5QcyzQFw,made,Node,mistake
Node,b-qMw7mFHAjgG7qN82aXmeZg,has_menu,Node,biryani
Node,u-sevuUDFe6hw9Xy5QcyzQFw,made,Node,mistake
Node,u-sevuUDFe6hw9Xy5QcyzQFw,finish,Node,biryani
Node,u-sevuUDFe6hw9Xy5QcyzQFw,recommend,Node,b-qMw7mFHAjgG7qN82aXmeZg
Node,u-h3q-Y8pf1-_0jKgdEj29Uw,tried_at,Node,b-qMw7mFHAjgG7qN82aXmeZg
Node,u-oTxGGK2ppKQPEyWtcinL8w,eaten_at,Node,b-qMw7mFHAjgG7qN82aXmeZg
Node,u-oTxGGK2ppKQPEyWtcinL8w,living_in,Node,Brampton
Node,u-oTxGGK2ppKQPEyWtcinL8w,live_in,Node,Ajax
Node,Price,is,Node,good
Node,Price,was,Node,affordable
Node,Price,is,Node,affordable
Node,u-0h4DGcjwqOPQovloVnJssw,recommend,Node,Chicken_Bones
Node,b-qMw7mFHAjgG7qN82aXmeZg,has,Node,menu
Node,b-qMw7mFHAjgG7qN82aXmeZg,is,Node,good
Node,b-qMw7mFHAjgG7qN82aXmeZg,is,Node,fancy
Node,b-qMw7mFHAjgG7qN82aXmeZg,has_menu,Node,Naan
Node,Naan,were,Node,bad
Node,b-qMw7mFHAjgG7qN82aXmeZg,has_menu,Node,Naan
Node,u-YLyFQ9VVBoqqPIiUeDvVZw,ordered,Node,curry_dish
Node,u-YLyFQ9VVBoqqPIiUeDvVZw,expected_for,Node,price
Node,b-0cf-w9PK5gLkBkitL3bdqw,has_menu,Node,Chai
Node,Chai,is,Node,good
Node,service,is,Node,spectacular
Node,b-0cf-w9PK5gLkBkitL3bdqw,has_menu,Node,Tikka_masala
Node,Tikka_masala,was,Node,perfect
Node,b-0cf-w9PK5gLkBkitL3bdqw,has_menu,Node,chicken_tiki_masala
Node,chicken_tiki_masala,was,Node,delicious
Node,Food,is,Node,authentic
Node,food,found,Node,b-0cf-w9PK5gLkBkitL3bdqw
Node,u-Fzw-tMEWls7A6fN-UIdJpQ,leaving,Node,Scottsdale
Node,taste,is,Node,good
Node,b-0cf-w9PK5gLkBkitL3bdqw,was,Node,good
Node,Service,is,Node,prompt
Node,b-0cf-w9PK5gLkBkitL3bdqw,has_menu,Node,beer
Node,beer,was,Node,pricey
Node,u-ngtTakc8A5ffJldZ1mabVA,recommend,Node,b-0cf-w9PK5gLkBkitL3bdqw
Node,u-ZNBp1MSOBsAzKAmuWqdtHA,recommend,Node,b-0cf-w9PK5gLkBkitL3bdqw
Node,b-0cf-w9PK5gLkBkitL3bdqw,has,Node,food
Node,b-0cf-w9PK5gLkBkitL3bdqw,has_menu,Node,Mango_Lassi_Drink
Node,food,is,Node,delicious
Node,u-GyYqBkJEvO7KWFnInf62fQ,visited,Node,meatballs
Node,u-GyYqBkJEvO7KWFnInf62fQ,recommend,Node,dinner
Node,customer_service,is,Node,great
Node,b-0cf-w9PK5gLkBkitL3bdqw,has_menu,Node,rice
Node,rice,is,Node,expensive
Node,Overall India Garden,is,Node,bad
Node,service,is,Node,great
Node,food,is,Node,good
Node,u-C8yXxO010etfCbY001khTg,eat,Node,food
Node,service,is,Node,excellent
Node,service,is,Node,awesome
Node,b-0cf-w9PK5gLkBkitL3bdqw,has_menu,Node,mango_lasi
Node,mango_lasi,was,Node,good
Node,u-sdkuOt-c6-TR1yYKX69xwg,were,Node,happy
Node,u-J1P3QAMh5y74kRCsaZmMgw,has,Node,taste
Node,staff,is,Node,helpful
Node,service,is,Node,great
Node,u-FkQ7dgXtFvuqAPQWB4HWYA,was,Node,concerned
Node,food,is,Node,amazing
Node,service,is,Node,good
Node,u-HE0qZ9B1B-h6icUDpV7sdw,tried,Node,tandoori_chicken
Node,u-HE0qZ9B1B-h6icUDpV7sdw,seen_with,Node,food
Node,u-HE0qZ9B1B-h6icUDpV7sdw,tried_with,Node,fat
Node,u-HE0qZ9B1B-h6icUDpV7sdw,settle_for,Node,b-0cf-w9PK5gLkBkitL3bdqw
Node,b-0cf-w9PK5gLkBkitL3bdqw,has_menu,Node,tikka_masala
Node,tikka_masala,is,Node,good
Node,b-0cf-w9PK5gLkBkitL3bdqw,has_menu,Node,chicken_vindaloo
Node,chicken_vindaloo,was,Node,gross
Node,b-0cf-w9PK5gLkBkitL3bdqw,has_menu,Node,Naan
Node,Naan,is,Node,good
Node,b-0cf-w9PK5gLkBkitL3bdqw,has,Node,menu
Node,service,is,Node,friendly
Node,b-0cf-w9PK5gLkBkitL3bdqw,has_menu,Node,tandori_chicken
Node,tandori_chicken,is,Node,awesome
Node,service,is,Node,exceptional
Node,food,is,Node,phenomenal
Node,service,is,Node,delicious
Node,u-CnSzFGho_Ofsda3DOg0cIA,tried,Node,chicken_korma
Node,u-CnSzFGho_Ofsda3DOg0cIA,tried_with,Node,rice
Node,u-S_Joujv7euX3N9yHqE4IMw,was,Node,impressed
Node,decor,is,Node,comfortable
Node,b-0cf-w9PK5gLkBkitL3bdqw,has_menu,Node,lamb_biryani
Node,lamb_biryani,were,Node,stingy
Node,b-0cf-w9PK5gLkBkitL3bdqw,has_menu,Node,chicken_tikka_masala
Node,chicken_tikka_masala,was,Node,excellent
Node,b-0cf-w9PK5gLkBkitL3bdqw,has_menu,Node,bread
Node,bread,was,Node,perfect
Node,u-ZKgw-JJ8ZLKzDe5N1sNccw,skip_from,Node,menu
Node,b-0cf-w9PK5gLkBkitL3bdqw,has_menu,Node,lassis
Node,lassis,served_with,Node,mango
Node,service,is,Node,great
Node,food,is,Node,great
Node,b-0cf-w9PK5gLkBkitL3bdqw,is,Node,modern
Node,b-0cf-w9PK5gLkBkitL3bdqw,was,Node,clean
Node,food,is,Node,good
Node,u-mPFvAMuAS9s1z8fA6bXazQ,eat,Node,food
Node,u-mPFvAMuAS9s1z8fA6bXazQ,love,Node,food
Node,u-mPFvAMuAS9s1z8fA6bXazQ,eat,Node,food
Node,u-mPFvAMuAS9s1z8fA6bXazQ,want,Node,food
Node,u-kic88CxK3ZXwE7gy2yfECA,add,Node,bread
Node,service,is,Node,poor
Node,Food,is,Node,amazing
Node,service,is,Node,better
Node,b-Dd1w7xR7Xs3bthwusgy33Q,serve,Node,Thaalis Parathas
Node,b-Dd1w7xR7Xs3bthwusgy33Q,has_menu,Node,Samosa
Node,Samosa,served_with,Node,chutnies
Node,b-Dd1w7xR7Xs3bthwusgy33Q,has_menu,Node,Vada_Pav
Node,Vada_Pav,makes_for,Node,snack
Node,b-Dd1w7xR7Xs3bthwusgy33Q,has_menu,Node,Chole_Bhatura
Node,Chole_Bhatura,was,Node,authentic
Node,u-kR1er75QP_E4xBBFlrbAYA,had_at,Node,b-Dd1w7xR7Xs3bthwusgy33Q
Node,food,is,Node,awesome
Node,service,is,Node,superb
Node,u-SaeB_3kHKCAcb1yzCkCDbg,tried,Node,chickpea
Node,u-SaeB_3kHKCAcb1yzCkCDbg,has,Node,favorite
Node,b-Dd1w7xR7Xs3bthwusgy33Q,has_menu,Node,aloo_bonda
Node,aloo_bonda,was,Node,good
Node,b-Dd1w7xR7Xs3bthwusgy33Q,has_menu,Node,chickpea_curry
Node,chickpea_curry,was,Node,fine
Node,u-hD1uLhIKDeAMfoi_WHxInA,has,Node,favorite
Node,u-tZrO3VcysHPBb63e_jnl_w,liked,Node,samosa_chaat
Node,b-Dd1w7xR7Xs3bthwusgy33Q,has_menu,Node,Pavbhaji
Node,Pavbhaji,is,Node,weird
Node,Cashier,is,Node,slow
Node,food,is,Node,fresh
Node,staff,is,Node,pleasant
Node,Indians,eat,Node,food
Node,b-Dd1w7xR7Xs3bthwusgy33Q,has_menu,Node,Pao_Bhaji
Node,Pao_Bhaji,tasted_like,Node,curry
Node,b-Dd1w7xR7Xs3bthwusgy33Q,has_menu,Node,chaats
Node,chaats,has,Node,chai
Node,service,is,Node,slow
Node,b-Dd1w7xR7Xs3bthwusgy33Q,has_menu,Node,chai
Node,chai,was,Node,good
Node,u-nXMMoDzXRByQiWH9cf-FAQ,care_for,Node,dessert
Node,b-Dd1w7xR7Xs3bthwusgy33Q,is,Node,fantastic
Node,service,is,Node,warm
Node,b-Dd1w7xR7Xs3bthwusgy33Q,has_menu,Node,chat
Node,chat,is,Node,good
Node,u-rIl-1tvTHYVcvptlVhUJ4w,tried_with,Node,roti
Node,b-Dd1w7xR7Xs3bthwusgy33Q,has_menu,Node,chat
Node,u-U8fdPp1kx-yd7Zvx9feGxQ,recommend,Node,b-Dd1w7xR7Xs3bthwusgy33Q
Node,b-Dd1w7xR7Xs3bthwusgy33Q,maintain,Node,taste
Node,b-Dd1w7xR7Xs3bthwusgy33Q,is,Node,fancy
Node,food,is,Node,good
Node,u-sAXmGzzv4ovtSL8slU6i4A,love,Node,b-Dd1w7xR7Xs3bthwusgy33Q
Node,b-Dd1w7xR7Xs3bthwusgy33Q,has,Node,menu
Node,u-A8l75Uk6I0D2pSuNfkbpLQ,ordered,Node,one
Node,u-A8l75Uk6I0D2pSuNfkbpLQ,tried,Node,Combo_Thali
Node,u-FAK3hFGYzaGWLqh0_IouSg,eat_at,Node,b-Dd1w7xR7Xs3bthwusgy33Q
Node,staff,is,Node,helpful
Node,staff,is,Node,knowledgeable
Node,food,is,Node,amazing
Node,staff,is,Node,friendly
Node,u-qxw8-ncdaGC2YZ8gRluVfQ,has,Node,food
Node,b-Dd1w7xR7Xs3bthwusgy33Q,has_menu,Node,pav_bhaji
Node,pav_bhaji,is,Node,good
Node,u-kR1er75QP_E4xBBFlrbAYA,had_at,Node,b-Dd1w7xR7Xs3bthwusgy33Q
Node,u-PiSCokd01nxdMkVQRV_R7A,tried,Node,chat
Node,b-Dd1w7xR7Xs3bthwusgy33Q,has,Node,service
Node,food,is,Node,ready
Node,food,is,Node,fresh
Node,b-Dd1w7xR7Xs3bthwusgy33Q,has_menu,Node,Vada_pav
Node,Vada_pav,are,Node,great
Node,b-Dd1w7xR7Xs3bthwusgy33Q,serve,Node,menu
Node,b-Dd1w7xR7Xs3bthwusgy33Q,has_menu,Node,chaats
Node,food,is,Node,great
Node,Food,is,Node,amazing
Node,food,is,Node,authentic
Node,food,is,Node,great
Node,service,is,Node,nice
Node,b-kfwpXBsMQLqhUvscWB6b9g,has_menu,Node,tea
Node,tea,was,Node,good
Node,b-kfwpXBsMQLqhUvscWB6b9g,has_menu,Node,donuts
Node,food,is,Node,amazing
Node,food,is,Node,good
Node,customer_service,is,Node,odd
Node,u-5QFws6LKMCZCgKHl8WR1jQ,see,Node,menu
Node,service,is,Node,friendly
Node,food,is,Node,amazing
Node,u-DIL-EZK8_ibl_Q6gCi0krw,ordered,Node,mango_lassi
Node,u-DIL-EZK8_ibl_Q6gCi0krw,finish,Node,mango_lassi
Node,food,is,Node,good
Node,price,is,Node,reasonable
Node,food,is,Node,delicious
Node,b-kfwpXBsMQLqhUvscWB6b9g,has_menu,Node,Naan
Node,Naan,was,Node,friendly
Node,Food,is,Node,authentic
Node,food,is,Node,delicious
Node,b-5VOqWjRXUPc7b1A_NSI9mQ,called,Node,b-5VOqWjRXUPc7b1A_NSI9mQ
Node,u-JrXC_MDp38BWwLn2SFdNsA,came_for,Node,dinner
Node,u-qIIWAMJ_LwlJi0fntUpsjg,were,Node,disgusted
Node,b-5VOqWjRXUPc7b1A_NSI9mQ,has_menu,Node,chili_chicken
Node,chili_chicken,is,Node,better
Node,Service,is,Node,good
Node,Menu,is,Node,affordable
Node,b-5VOqWjRXUPc7b1A_NSI9mQ,has_menu,Node,Hakka_noodles
Node,b-5VOqWjRXUPc7b1A_NSI9mQ,has_menu,Node,sauce
Node,service,is,Node,good
Node,b-5VOqWjRXUPc7b1A_NSI9mQ,has_menu,Node,Paneer_Chilli
Node,Paneer_Chilli,was,Node,delicious
Node,b-5VOqWjRXUPc7b1A_NSI9mQ,has_menu,Node,chilli_chicken
Node,chilli_chicken,was,Node,good
Node,b-5VOqWjRXUPc7b1A_NSI9mQ,has_menu,Node,garlic_chicken
Node,garlic_chicken,was,Node,bland
Node,Halal Spicy Garden,was,Node,clean
Node,b-5VOqWjRXUPc7b1A_NSI9mQ,has_menu,Node,rice
Node,rice,was,Node,cold
Node,decor,is,Node,cleaner
Node,Food,is,Node,great
Node,u-2XrLB9n3qkEQjbXpcu7GSQ,prefer,Node,sweet
Node,b-5VOqWjRXUPc7b1A_NSI9mQ,has,Node,menu
Node,service,is,Node,excellent
Node,food,is,Node,great
Node,Hubby,ordered,Node,Chicken_Pakora
Node,u-1ACkCe88DC97bHlTciJbNw,recommend,Node,Chili_Chicken
