sub_ent,subject,relation,obj_ent,object
Sambar,Sambar,IS,Tasty,Tasty
Spice South,b-LZWXP-D4YPlzsFjVx6b9XA,HAS_ASPECT,Service,Service
Helpful,Helpful,ASPECT_ATTR_FOR,Spice South,b-LZWXP-D4YPlzsFjVx6b9XA
Service,Service,IS,Helpful,Helpful
Spice South,b-LZWXP-D4YPlzsFjVx6b9XA,HAS_MENU,Chicken Curry,Chicken_Curry
Delectable,Delectable,MENU_ATTR_FOR,Spice South,b-LZWXP-D4YPlzsFjVx6b9XA
Chicken Curry,Chicken_Curry,IS,Delectable,Delectable
Spice South,b-LZWXP-D4YPlzsFjVx6b9XA,HAS_ASPECT,Service,Service
Good,Good,ASPECT_ATTR_FOR,Spice South,b-LZWXP-D4YPlzsFjVx6b9XA
Service,Service,IS,Good,Good
Spice South,b-LZWXP-D4YPlzsFjVx6b9XA,HAS_MENU,Sambar,Sambar
Good,Good,MENU_ATTR_FOR,Spice South,b-LZWXP-D4YPlzsFjVx6b9XA
Sambar,Sambar,IS,Good,Good
Spice South,b-LZWXP-D4YPlzsFjVx6b9XA,HAS_MENU,Biryani,Biryani
Ma,u-SHqmk_PNFRlPpJjeYFO0eg,ORDER,Biryani,Biryani
Spice South,b-LZWXP-D4YPlzsFjVx6b9XA,HAS_ASPECT,Ambience,Ambience
Bad,Bad,ASPECT_ATTR_FOR,Spice South,b-LZWXP-D4YPlzsFjVx6b9XA
Ambience,Ambience,IS,Bad,Bad
Spice South,b-LZWXP-D4YPlzsFjVx6b9XA,HAS_ASPECT,Food,Food
Mediocre,Mediocre,ASPECT_ATTR_FOR,Spice South,b-LZWXP-D4YPlzsFjVx6b9XA
Food,Food,IS,Mediocre,Mediocre
Spice South,b-LZWXP-D4YPlzsFjVx6b9XA,HAS_ASPECT,Service,Service
Lackluster,Lackluster,ASPECT_ATTR_FOR,Spice South,b-LZWXP-D4YPlzsFjVx6b9XA
Service,Service,IS,Lackluster,Lackluster
Spice South,b-LZWXP-D4YPlzsFjVx6b9XA,HAS_ASPECT,Food,Food
Decent,Decent,ASPECT_ATTR_FOR,Spice South,b-LZWXP-D4YPlzsFjVx6b9XA
Food,Food,IS,Decent,Decent
Spice South,b-LZWXP-D4YPlzsFjVx6b9XA,HAS_MENU,Dinner,Dinner
Jonathan,u-gGCv9qdMRgAa39ao0Phr7g,ORDER,Dinner,Dinner
Spice South,b-LZWXP-D4YPlzsFjVx6b9XA,HAS_MENU,Chicken Tikka Masala,Chicken_Tikka_Masala
Unbelievable,Unbelievable,MENU_ATTR_FOR,Spice South,b-LZWXP-D4YPlzsFjVx6b9XA
Chicken Tikka Masala,Chicken_Tikka_Masala,IS,Unbelievable,Unbelievable
Spice South,b-LZWXP-D4YPlzsFjVx6b9XA,HAS_ASPECT,Food,Food
Good,Good,ASPECT_ATTR_FOR,Spice South,b-LZWXP-D4YPlzsFjVx6b9XA
Food,Food,IS,Good,Good
Spice South,b-LZWXP-D4YPlzsFjVx6b9XA,HAS_ASPECT,Food,Food
Delicious,Delicious,ASPECT_ATTR_FOR,Spice South,b-LZWXP-D4YPlzsFjVx6b9XA
Food,Food,IS,Delicious,Delicious
,u-RD9rnr0uNtYJya-pl21fbg,ORDERED,,u-RD9rnr0uNtYJya-pl21fbg
Spice South,b-LZWXP-D4YPlzsFjVx6b9XA,HAS_MENU,Chutney,Chutney
Andrew,u-RD9rnr0uNtYJya-pl21fbg,ORDER,Chutney,Chutney
Spice South,b-LZWXP-D4YPlzsFjVx6b9XA,HAS_ASPECT,Service,Service
Poor,Poor,ASPECT_ATTR_FOR,Spice South,b-LZWXP-D4YPlzsFjVx6b9XA
Service,Service,IS,Poor,Poor
Spice South,b-LZWXP-D4YPlzsFjVx6b9XA,HAS_MENU,Papadums,Papadums
Complimentary,Complimentary,MENU_ATTR_FOR,Spice South,b-LZWXP-D4YPlzsFjVx6b9XA
Papadums,Papadums,IS,Complimentary,Complimentary
Spice South,b-LZWXP-D4YPlzsFjVx6b9XA,HAS_MENU,Beers,Beers
Warm,Warm,MENU_ATTR_FOR,Spice South,b-LZWXP-D4YPlzsFjVx6b9XA
Beers,Beers,IS,Warm,Warm
Bombay Buffet Indian Cuisine,b-CvOxwAhmwwy3sQRKYVAjGg,HAS_MENU,Naan,Naan
Alyssa,u-7uNESKhTlge7kCN00u5LPQ,ORDER,Naan,Naan
Bombay Buffet Indian Cuisine,b-CvOxwAhmwwy3sQRKYVAjGg,HAS_ASPECT,Price,Price
Good,Good,ASPECT_ATTR_FOR,Bombay Buffet Indian Cuisine,b-CvOxwAhmwwy3sQRKYVAjGg
Price,Price,IS,Good,Good
Bombay Buffet Indian Cuisine,b-CvOxwAhmwwy3sQRKYVAjGg,HAS_ASPECT,Food,Food
Decent,Decent,ASPECT_ATTR_FOR,Bombay Buffet Indian Cuisine,b-CvOxwAhmwwy3sQRKYVAjGg
Food,Food,IS,Decent,Decent
Bombay Buffet Indian Cuisine,b-CvOxwAhmwwy3sQRKYVAjGg,HAS_MENU,Butter Chicken,Butter_Chicken
Good,Good,MENU_ATTR_FOR,Bombay Buffet Indian Cuisine,b-CvOxwAhmwwy3sQRKYVAjGg
Butter Chicken,Butter_Chicken,IS,Good,Good
Bombay Buffet Indian Cuisine,b-CvOxwAhmwwy3sQRKYVAjGg,HAS_MENU,Fruit,Fruit
Tahiyeh,u-ONRLfyEi7-exqKlfWiRC4A,ORDER,Fruit,Fruit
Bombay Buffet Indian Cuisine,b-CvOxwAhmwwy3sQRKYVAjGg,HAS_MENU,Naan,Naan
Naan,Naan,HAS,,Mushrooms
Bombay Buffet Indian Cuisine,b-CvOxwAhmwwy3sQRKYVAjGg,HAS_ASPECT,Food,Food
Good,Good,ASPECT_ATTR_FOR,Bombay Buffet Indian Cuisine,b-CvOxwAhmwwy3sQRKYVAjGg
Food,Food,IS,Good,Good
Bombay Buffet Indian Cuisine,b-CvOxwAhmwwy3sQRKYVAjGg,HAS_MENU,Chicken Biryani,Chicken_Biryani
Awful,Awful,MENU_ATTR_FOR,Bombay Buffet Indian Cuisine,b-CvOxwAhmwwy3sQRKYVAjGg
Chicken Biryani,Chicken_Biryani,IS,Awful,Awful
Bombay Buffet Indian Cuisine,b-CvOxwAhmwwy3sQRKYVAjGg,HAS_MENU,Chicken Tikka,Chicken_Tikka
Decent,Decent,MENU_ATTR_FOR,Bombay Buffet Indian Cuisine,b-CvOxwAhmwwy3sQRKYVAjGg
Chicken Tikka,Chicken_Tikka,IS,Decent,Decent
Bombay Buffet Indian Cuisine,b-CvOxwAhmwwy3sQRKYVAjGg,HAS_MENU,Butter Chicken,Butter_Chicken
Awesome,Awesome,MENU_ATTR_FOR,Bombay Buffet Indian Cuisine,b-CvOxwAhmwwy3sQRKYVAjGg
Butter Chicken,Butter_Chicken,IS,Awesome,Awesome
,u-uJ8vU_PYpcj9V8_wGfGyhg,TRIED_ON,,Menu
Bombay Buffet Indian Cuisine,b-CvOxwAhmwwy3sQRKYVAjGg,HAS_MENU,Butter Chicken,Butter_Chicken
Rich,Rich,MENU_ATTR_FOR,Bombay Buffet Indian Cuisine,b-CvOxwAhmwwy3sQRKYVAjGg
Butter Chicken,Butter_Chicken,IS,Rich,Rich
Bombay Buffet Indian Cuisine,b-CvOxwAhmwwy3sQRKYVAjGg,HAS_ASPECT,Service,Service
Great,Great,ASPECT_ATTR_FOR,Bombay Buffet Indian Cuisine,b-CvOxwAhmwwy3sQRKYVAjGg
Service,Service,IS,Great,Great
Bombay Buffet Indian Cuisine,b-CvOxwAhmwwy3sQRKYVAjGg,HAS_ASPECT,Music,Music
Loud,Loud,ASPECT_ATTR_FOR,Bombay Buffet Indian Cuisine,b-CvOxwAhmwwy3sQRKYVAjGg
Music,Music,IS,Loud,Loud
Bombay Buffet Indian Cuisine,b-CvOxwAhmwwy3sQRKYVAjGg,HAS_ASPECT,Food,Food
Horrible,Horrible,ASPECT_ATTR_FOR,Bombay Buffet Indian Cuisine,b-CvOxwAhmwwy3sQRKYVAjGg
Food,Food,IS,Horrible,Horrible
Bombay Buffet Indian Cuisine,b-CvOxwAhmwwy3sQRKYVAjGg,HAS_ASPECT,Food Quality,Food_Quality
Poor,Poor,ASPECT_ATTR_FOR,Bombay Buffet Indian Cuisine,b-CvOxwAhmwwy3sQRKYVAjGg
Food Quality,Food_Quality,IS,Poor,Poor
Bombay Buffet Indian Cuisine,b-CvOxwAhmwwy3sQRKYVAjGg,HAS_MENU,Paneer Makhani,Paneer_Makhani
A.J.,u-_1SKSmLqpHBqWh09DxQMfw,ORDER,Paneer Makhani,Paneer_Makhani
Decent,Decent,MENU_ATTR_FOR,Bombay Buffet Indian Cuisine,b-CvOxwAhmwwy3sQRKYVAjGg
Paneer Makhani,Paneer_Makhani,IS,Decent,Decent
Bombay Buffet Indian Cuisine,b-CvOxwAhmwwy3sQRKYVAjGg,HAS_ASPECT,Food,Food
Hot,Hot,ASPECT_ATTR_FOR,Bombay Buffet Indian Cuisine,b-CvOxwAhmwwy3sQRKYVAjGg
Food,Food,IS,Hot,Hot
Bombay Buffet Indian Cuisine,b-CvOxwAhmwwy3sQRKYVAjGg,HAS_ASPECT,Food,Food
Good,Good,ASPECT_ATTR_FOR,Bombay Buffet Indian Cuisine,b-CvOxwAhmwwy3sQRKYVAjGg
Food,Food,IS,Good,Good
Bombay Buffet Indian Cuisine,b-CvOxwAhmwwy3sQRKYVAjGg,HAS_ASPECT,Food,Food
Garbage,Garbage,ASPECT_ATTR_FOR,Bombay Buffet Indian Cuisine,b-CvOxwAhmwwy3sQRKYVAjGg
Food,Food,IS,Garbage,Garbage
Bland,Bland,ASPECT_ATTR_FOR,Bombay Buffet Indian Cuisine,b-CvOxwAhmwwy3sQRKYVAjGg
Food,Food,IS,Bland,Bland
Bombay Buffet Indian Cuisine,b-CvOxwAhmwwy3sQRKYVAjGg,HAS_MENU,Dinner,Dinner
Bon'shaniqua,u-q5OhW8ne_hteHo6xLHNUPg,ORDER,Dinner,Dinner
,u-q5OhW8ne_hteHo6xLHNUPg,HAS,,Food
Bombay Buffet Indian Cuisine,b-CvOxwAhmwwy3sQRKYVAjGg,HAS_ASPECT,Food,Food
Tasty,Tasty,ASPECT_ATTR_FOR,Bombay Buffet Indian Cuisine,b-CvOxwAhmwwy3sQRKYVAjGg
Food,Food,IS,Tasty,Tasty
Bombay Buffet Indian Cuisine,b-CvOxwAhmwwy3sQRKYVAjGg,HAS_MENU,Butter Chicken,Butter_Chicken
Good,Good,MENU_ATTR_FOR,Bombay Buffet Indian Cuisine,b-CvOxwAhmwwy3sQRKYVAjGg
Butter Chicken,Butter_Chicken,IS,Good,Good
Bombay Buffet Indian Cuisine,b-CvOxwAhmwwy3sQRKYVAjGg,HAS_MENU,Chicken,Chicken
Dry,Dry,MENU_ATTR_FOR,Bombay Buffet Indian Cuisine,b-CvOxwAhmwwy3sQRKYVAjGg
Chicken,Chicken,IS,Dry,Dry
Bombay Buffet Indian Cuisine,b-CvOxwAhmwwy3sQRKYVAjGg,HAS_MENU,Tandoori Chicken,Tandoori_Chicken
Tandoori Chicken,Tandoori_Chicken,IS,Dry,Dry
,u-QIC7YDWVIciSHX9FQHa-3g,ATE,,Food
,u-QIC7YDWVIciSHX9FQHa-3g,WANTED,,Seconds
Bombay Buffet Indian Cuisine,b-CvOxwAhmwwy3sQRKYVAjGg,HAS_MENU,Naan,Naan
Suvi,u-QIC7YDWVIciSHX9FQHa-3g,ORDER,Naan,Naan
Bombay Buffet Indian Cuisine,b-CvOxwAhmwwy3sQRKYVAjGg,HAS_MENU,Dessert,Dessert
Dessert,Dessert,LIMITED_TO,,Ice_Cream
,Food,WAS,,Plain
Bombay Buffet Indian Cuisine,b-CvOxwAhmwwy3sQRKYVAjGg,HAS_ASPECT,Taste,Taste
Honest,Honest,ASPECT_ATTR_FOR,Bombay Buffet Indian Cuisine,b-CvOxwAhmwwy3sQRKYVAjGg
Taste,Taste,IS,Honest,Honest
Bombay Buffet Indian Cuisine,b-CvOxwAhmwwy3sQRKYVAjGg,HAS_ASPECT,Food,Food
Cold,Cold,ASPECT_ATTR_FOR,Bombay Buffet Indian Cuisine,b-CvOxwAhmwwy3sQRKYVAjGg
Food,Food,IS,Cold,Cold
Bombay Buffet Indian Cuisine,b-CvOxwAhmwwy3sQRKYVAjGg,HAS_MENU,Butter Chicken,Butter_Chicken
Amanda,u-6ymZbkJ7vt8eGHA7bHlONg,ORDER,Butter Chicken,Butter_Chicken
,u-6ymZbkJ7vt8eGHA7bHlONg,THINK_ABOUT,,Food
Bombay Buffet Indian Cuisine,b-CvOxwAhmwwy3sQRKYVAjGg,HAS_ASPECT,Staff,Staff
Friendly,Friendly,ASPECT_ATTR_FOR,Bombay Buffet Indian Cuisine,b-CvOxwAhmwwy3sQRKYVAjGg
Staff,Staff,IS,Friendly,Friendly
Bombay Buffet Indian Cuisine,b-CvOxwAhmwwy3sQRKYVAjGg,HAS_ASPECT,Food,Food
Warm,Warm,ASPECT_ATTR_FOR,Bombay Buffet Indian Cuisine,b-CvOxwAhmwwy3sQRKYVAjGg
Food,Food,IS,Warm,Warm
Hot,Hot,MENU_ATTR_FOR,Bombay Buffet Indian Cuisine,b-CvOxwAhmwwy3sQRKYVAjGg
Butter Chicken,Butter_Chicken,IS,Hot,Hot
Bombay Buffet Indian Cuisine,b-CvOxwAhmwwy3sQRKYVAjGg,HAS_MENU,Naan,Naan
Fresh,Fresh,MENU_ATTR_FOR,Bombay Buffet Indian Cuisine,b-CvOxwAhmwwy3sQRKYVAjGg
Naan,Naan,IS,Fresh,Fresh
Good,Good,ASPECT_ATTR_FOR,Bombay Buffet Indian Cuisine,b-CvOxwAhmwwy3sQRKYVAjGg
Food,Food,IS,Good,Good
Canbe Foods,b-ZDx7kt4aOPTlmYTqXDrTGA,IS,Good,Good
Canbe Foods,b-ZDx7kt4aOPTlmYTqXDrTGA,HAS_ASPECT,Food,Food
Excellent,Excellent,ASPECT_ATTR_FOR,Canbe Foods,b-ZDx7kt4aOPTlmYTqXDrTGA
Food,Food,IS,Excellent,Excellent
Canbe Foods,b-ZDx7kt4aOPTlmYTqXDrTGA,HAS_ASPECT,Parking,Parking
Plentiful,Plentiful,ASPECT_ATTR_FOR,Canbe Foods,b-ZDx7kt4aOPTlmYTqXDrTGA
Parking,Parking,IS,Plentiful,Plentiful
Canbe Foods,b-ZDx7kt4aOPTlmYTqXDrTGA,IS,Clean,Clean
,u-3GjCf5k5X219pDy5rYgxvQ,GONE_TO,,b-ZDx7kt4aOPTlmYTqXDrTGA
Canbe Foods,b-ZDx7kt4aOPTlmYTqXDrTGA,HAS_MENU,Masala Dosa,Masala_Dosa
Delicious,Delicious,MENU_ATTR_FOR,Canbe Foods,b-ZDx7kt4aOPTlmYTqXDrTGA
Masala Dosa,Masala_Dosa,IS,Delicious,Delicious
,u-U7tUoXPJhbf2k9fwrAhn5w,DISCOVERED,,b-ZDx7kt4aOPTlmYTqXDrTGA
Canbe Foods,b-ZDx7kt4aOPTlmYTqXDrTGA,HAS_ASPECT,Food,Food
Good,Good,ASPECT_ATTR_FOR,Canbe Foods,b-ZDx7kt4aOPTlmYTqXDrTGA
Food,Food,IS,Good,Good
Canbe Foods,b-ZDx7kt4aOPTlmYTqXDrTGA,HAS_MENU,Idllis,Idllis
Fresh,Fresh,MENU_ATTR_FOR,Canbe Foods,b-ZDx7kt4aOPTlmYTqXDrTGA
Idllis,Idllis,IS,Fresh,Fresh
Hard,Hard,MENU_ATTR_FOR,Canbe Foods,b-ZDx7kt4aOPTlmYTqXDrTGA
Idllis,Idllis,IS,Hard,Hard
Canbe Foods,b-ZDx7kt4aOPTlmYTqXDrTGA,HAS_MENU,Samosa,Samosa
TheOneMan,u-iWKXKikPiPGr5bzeFlxA5w,ORDER,Samosa,Samosa
Red Chillez,b-p-J9iJgeHmPGk2jFAM0WnA,IS,Clean,Clean
,u-fnFU_41zyKA10bt3dgBFMw,TRIED_ON,,Saturday
Red Chillez,b-p-J9iJgeHmPGk2jFAM0WnA,HAS_MENU,Saag Paneer,Saag_Paneer
Reena,u-xwIeGfv2NAhq9Kofn5qQmg,ORDER,Saag Paneer,Saag_Paneer
Red Chillez,b-p-J9iJgeHmPGk2jFAM0WnA,HAS_ASPECT,Food,Food
Terrible,Terrible,ASPECT_ATTR_FOR,Red Chillez,b-p-J9iJgeHmPGk2jFAM0WnA
Food,Food,IS,Terrible,Terrible
Gross,Gross,MENU_ATTR_FOR,Red Chillez,b-p-J9iJgeHmPGk2jFAM0WnA
Saag Paneer,Saag_Paneer,IS,Gross,Gross
Red Chillez,b-p-J9iJgeHmPGk2jFAM0WnA,HAS_MENU,Rice,Rice
Fine,Fine,MENU_ATTR_FOR,Red Chillez,b-p-J9iJgeHmPGk2jFAM0WnA
Rice,Rice,IS,Fine,Fine
Red Chillez,b-p-J9iJgeHmPGk2jFAM0WnA,HAS_ASPECT,Service,Service
Pleasant,Pleasant,ASPECT_ATTR_FOR,Red Chillez,b-p-J9iJgeHmPGk2jFAM0WnA
Service,Service,IS,Pleasant,Pleasant
Red Chillez,b-p-J9iJgeHmPGk2jFAM0WnA,HAS_MENU,Chana Masala,Chana_Masala
Jacqueline,u-QGOtNZfasBwWCuawKjypYA,ORDER,Chana Masala,Chana_Masala
Red Chillez,b-p-J9iJgeHmPGk2jFAM0WnA,HAS_MENU,Dosa,Dosa
Good,Good,MENU_ATTR_FOR,Red Chillez,b-p-J9iJgeHmPGk2jFAM0WnA
Dosa,Dosa,IS,Good,Good
,u-NAOx8KnWeaCcbYN0VE-HSA,EATING,,Food
Red Chillez,b-p-J9iJgeHmPGk2jFAM0WnA,HAS_MENU,Masala Dosa,Masala_Dosa
Great,Great,MENU_ATTR_FOR,Red Chillez,b-p-J9iJgeHmPGk2jFAM0WnA
Masala Dosa,Masala_Dosa,IS,Great,Great
Red Chillez,b-p-J9iJgeHmPGk2jFAM0WnA,HAS_ASPECT,Service,Service
Great,Great,ASPECT_ATTR_FOR,Red Chillez,b-p-J9iJgeHmPGk2jFAM0WnA
Service,Service,IS,Great,Great
Red Chillez,b-p-J9iJgeHmPGk2jFAM0WnA,HAS_MENU,Cheese Bread,Cheese_Bread
Michael,u-qvPTw-ArHYI1n1n0cw3S7A,ORDER,Cheese Bread,Cheese_Bread
Red Chillez,b-p-J9iJgeHmPGk2jFAM0WnA,HAS_ASPECT,Service,Service
Slow,Slow,ASPECT_ATTR_FOR,Red Chillez,b-p-J9iJgeHmPGk2jFAM0WnA
Service,Service,IS,Slow,Slow
,u-3c3aNHGUPDwFZhxCe-p8Ag,GOING_TO,,Sky Asian
Red Chillez,b-p-J9iJgeHmPGk2jFAM0WnA,HAS_ASPECT,Food,Food
Outstanding,Outstanding,ASPECT_ATTR_FOR,Red Chillez,b-p-J9iJgeHmPGk2jFAM0WnA
Food,Food,IS,Outstanding,Outstanding
Red Chillez,b-p-J9iJgeHmPGk2jFAM0WnA,HAS_MENU,Dosa,Dosa
Good,Good,MENU_ATTR_FOR,Red Chillez,b-p-J9iJgeHmPGk2jFAM0WnA
Dosa,Dosa,IS,Good,Good
Red Chillez,b-p-J9iJgeHmPGk2jFAM0WnA,HAS_MENU,Chicken Tikka Masala,Chicken_Tikka_Masala
Lauren,u-FyikYazQbNoOumDooOQyyA,ORDER,Chicken Tikka Masala,Chicken_Tikka_Masala
,b-p-J9iJgeHmPGk2jFAM0WnA,OFFERS,,Dosa Buffet
,u-rSQITvDnm1smzJl-3LJz4Q,ACQUIRED,,Taste
,u-rSQITvDnm1smzJl-3LJz4Q,FOUND_ABOUT,,b-p-J9iJgeHmPGk2jFAM0WnA
,u-rSQITvDnm1smzJl-3LJz4Q,CAME_FOR,,Dosa Buffet
,b-p-J9iJgeHmPGk2jFAM0WnA,HAS,,Dosa Buffet
Red Chillez,b-p-J9iJgeHmPGk2jFAM0WnA,HAS_MENU,Dosa,Dosa
Delicious,Delicious,MENU_ATTR_FOR,Red Chillez,b-p-J9iJgeHmPGk2jFAM0WnA
Dosa,Dosa,IS,Delicious,Delicious
Red Chillez,b-p-J9iJgeHmPGk2jFAM0WnA,IS,Great,Great
Red Chillez,b-p-J9iJgeHmPGk2jFAM0WnA,HAS_MENU,Dosa,Dosa
Dosa,Dosa,HAS,,Dinner
,u-E43QxgV87Ij6KxMCHcijKw,COME_AT,,b-p-J9iJgeHmPGk2jFAM0WnA
Lena's Roti & Doubles,b-RE4qn28MEiDrM1PbdYVgxA,HAS_ASPECT,Service,Service
Fast,Fast,ASPECT_ATTR_FOR,Lena's Roti & Doubles,b-RE4qn28MEiDrM1PbdYVgxA
Service,Service,IS,Fast,Fast
Lena's Roti & Doubles,b-RE4qn28MEiDrM1PbdYVgxA,HAS_MENU,Roti,Roti
Roti,Roti,COOK,,Food
,u-MNg6tOsLAKgxsdhLNK6iGg,RECOMMEND_AS,,Food
Lena's Roti & Doubles,b-RE4qn28MEiDrM1PbdYVgxA,HAS_ASPECT,Staff,Staff
Friendly,Friendly,ASPECT_ATTR_FOR,Lena's Roti & Doubles,b-RE4qn28MEiDrM1PbdYVgxA
Staff,Staff,IS,Friendly,Friendly
Lena's Roti & Doubles,b-RE4qn28MEiDrM1PbdYVgxA,HAS_ASPECT,Food,Food
Fast,Fast,ASPECT_ATTR_FOR,Lena's Roti & Doubles,b-RE4qn28MEiDrM1PbdYVgxA
Food,Food,IS,Fast,Fast
Lena's Roti & Doubles,b-RE4qn28MEiDrM1PbdYVgxA,HAS_MENU,Goat,Goat
Hot,Hot,MENU_ATTR_FOR,Lena's Roti & Doubles,b-RE4qn28MEiDrM1PbdYVgxA
Goat,Goat,IS,Hot,Hot
Lena's Roti & Doubles,b-RE4qn28MEiDrM1PbdYVgxA,HAS_MENU,Doubles,Doubles
Nadia,u-uCdmtWpEku3xLa-ScQabKA,ORDER,Doubles,Doubles
,u-uCdmtWpEku3xLa-ScQabKA,VISITED_ON,,Friday
Lena's Roti & Doubles,b-RE4qn28MEiDrM1PbdYVgxA,HAS_ASPECT,Food,Food
Horrible,Horrible,ASPECT_ATTR_FOR,Lena's Roti & Doubles,b-RE4qn28MEiDrM1PbdYVgxA
Food,Food,IS,Horrible,Horrible
Lena's Roti & Doubles,b-RE4qn28MEiDrM1PbdYVgxA,HAS_ASPECT,Food,Food
Hot,Hot,ASPECT_ATTR_FOR,Lena's Roti & Doubles,b-RE4qn28MEiDrM1PbdYVgxA
Food,Food,DELIVER,Hot,Hot
Lena's Roti & Doubles,b-RE4qn28MEiDrM1PbdYVgxA,HAS_MENU,Roti,Roti
Roti,Roti,HAS,,Goat_Roti
Lena's Roti & Doubles,b-RE4qn28MEiDrM1PbdYVgxA,HAS_ASPECT,Food,Food
Bad,Bad,ASPECT_ATTR_FOR,Lena's Roti & Doubles,b-RE4qn28MEiDrM1PbdYVgxA
Food,Food,IS,Bad,Bad
Lena's Roti & Doubles,b-RE4qn28MEiDrM1PbdYVgxA,HAS_ASPECT,Service,Service
Terrible,Terrible,ASPECT_ATTR_FOR,Lena's Roti & Doubles,b-RE4qn28MEiDrM1PbdYVgxA
Service,Service,IS,Terrible,Terrible
,Food,IS,,Price
,u-3B7t3At5fFWaeLVaHiVk4A,HAD_IN,,Lena
Lena's Roti & Doubles,b-RE4qn28MEiDrM1PbdYVgxA,HAS_MENU,Roti,Roti
Harpreet,u-ufRKH6kV_n6h5lsmuOr5ig,ORDER,Roti,Roti
Lena's Roti & Doubles,b-RE4qn28MEiDrM1PbdYVgxA,HAS_MENU,Doubles,Doubles
Great,Great,MENU_ATTR_FOR,Lena's Roti & Doubles,b-RE4qn28MEiDrM1PbdYVgxA
Doubles,Doubles,IS,Great,Great
Lena's Roti & Doubles,b-RE4qn28MEiDrM1PbdYVgxA,HAS_MENU,Chicken Roti,Chicken_Roti
Chicken Roti,Chicken_Roti,GOT,,Lamb
Lena's Roti & Doubles,b-RE4qn28MEiDrM1PbdYVgxA,HAS_MENU,Roti,Roti
Sandra,u-tIbL7mV0a0aOSg8ks4asnw,ORDER,Roti,Roti
Lena's Roti & Doubles,b-RE4qn28MEiDrM1PbdYVgxA,HAS_MENU,Pepper Sauce,Pepper_Sauce
Sandra,u-tIbL7mV0a0aOSg8ks4asnw,ORDER,Pepper Sauce,Pepper_Sauce
Lena's Roti & Doubles,b-RE4qn28MEiDrM1PbdYVgxA,HAS_MENU,Doubles,Doubles
Sandra,u-tIbL7mV0a0aOSg8ks4asnw,ORDER,Doubles,Doubles
Lena's Roti & Doubles,b-RE4qn28MEiDrM1PbdYVgxA,HAS_ASPECT,Food,Food
Delicious,Delicious,ASPECT_ATTR_FOR,Lena's Roti & Doubles,b-RE4qn28MEiDrM1PbdYVgxA
Food,Food,IS,Delicious,Delicious
Good,Good,MENU_ATTR_FOR,Lena's Roti & Doubles,b-RE4qn28MEiDrM1PbdYVgxA
Doubles,Doubles,IS,Good,Good
Lena's Roti & Doubles,b-RE4qn28MEiDrM1PbdYVgxA,HAS_MENU,Chutney,Chutney
Sweet,Sweet,MENU_ATTR_FOR,Lena's Roti & Doubles,b-RE4qn28MEiDrM1PbdYVgxA
Chutney,Chutney,IS,Sweet,Sweet
Roti,Roti,IS,Good,Good
Lena's Roti & Doubles,b-RE4qn28MEiDrM1PbdYVgxA,HAS_MENU,Jamaica Rotis,Jamaica_Rotis
Shelley,u-7qSOf2kaMWEhS544oIFR4w,ORDER,Jamaica Rotis,Jamaica_Rotis
Lena's Roti & Doubles,b-RE4qn28MEiDrM1PbdYVgxA,HAS_MENU,Roti,Roti
Roti,Roti,HAS,,Doubles
Lena's Roti & Doubles,b-RE4qn28MEiDrM1PbdYVgxA,HAS_MENU,Roti,Roti
Roti,Roti,IS,,Price
Tangra Villa Hakka Chinese Cuisine,b-_PKXarw3GjlbwbXhjdpUMA,HAS_MENU,Chili Chicken,Chili_Chicken
Good,Good,MENU_ATTR_FOR,Tangra Villa Hakka Chinese Cuisine,b-_PKXarw3GjlbwbXhjdpUMA
Chili Chicken,Chili_Chicken,IS,Good,Good
Tangra Villa Hakka Chinese Cuisine,b-_PKXarw3GjlbwbXhjdpUMA,HAS_ASPECT,Food,Food
Good,Good,ASPECT_ATTR_FOR,Tangra Villa Hakka Chinese Cuisine,b-_PKXarw3GjlbwbXhjdpUMA
Food,Food,IS,Good,Good
Tangra Villa Hakka Chinese Cuisine,b-_PKXarw3GjlbwbXhjdpUMA,HAS_MENU,Noodles,Noodles
Good,Good,MENU_ATTR_FOR,Tangra Villa Hakka Chinese Cuisine,b-_PKXarw3GjlbwbXhjdpUMA
Noodles,Noodles,IS,Good,Good
Tangra Villa Hakka Chinese Cuisine,b-_PKXarw3GjlbwbXhjdpUMA,HAS_ASPECT,Service,Service
Fast,Fast,ASPECT_ATTR_FOR,Tangra Villa Hakka Chinese Cuisine,b-_PKXarw3GjlbwbXhjdpUMA
Service,Service,IS,Fast,Fast
Tangra Villa Hakka Chinese Cuisine,b-_PKXarw3GjlbwbXhjdpUMA,HAS_ASPECT,Price,Price
Good,Good,ASPECT_ATTR_FOR,Tangra Villa Hakka Chinese Cuisine,b-_PKXarw3GjlbwbXhjdpUMA
Price,Price,IS,Good,Good
Tangra Villa Hakka Chinese Cuisine,b-_PKXarw3GjlbwbXhjdpUMA,HAS_ASPECT,Service,Service
Excellent,Excellent,ASPECT_ATTR_FOR,Tangra Villa Hakka Chinese Cuisine,b-_PKXarw3GjlbwbXhjdpUMA
Service,Service,IS,Excellent,Excellent
Tangra Villa Hakka Chinese Cuisine,b-_PKXarw3GjlbwbXhjdpUMA,HAS_MENU,Pakora,Pakora
Awesome,Awesome,MENU_ATTR_FOR,Tangra Villa Hakka Chinese Cuisine,b-_PKXarw3GjlbwbXhjdpUMA
